match_id,league_id,week,date,home_team_id,home_team,home_goals,away_team_id,away_team,away_goals,season,home_footballer_id,away_footballer_id,is_played
1,tr1,Week 1,2022-08-05,40,İstanbulspor,0,4,Trabzonspor,2,22/23,1109,117,True
2,tr1,Week 1,2022-08-06,14,Sivasspor,1,17,Gaziantep FK,1,22/23,391,468,True
3,tr1,Week 1,2022-08-06,3,Besiktas JK,1,15,Kayserispor,0,22/23,65,407,True
4,tr1,Week 1,2022-08-07,39,Fatih Karagümrük,2,12,Alanyaspor,4,22/23,1068,327,True
5,tr1,Week 1,2022-08-07,11,Antalyaspor,0,1,Galatasaray,1,22/23,310,14,True
6,tr1,Week 1,2022-08-08,5,Basaksehir FK,4,9,Kasimpasa,0,22/23,139,252,True
7,tr1,Week 1,2022-08-08,2,Fenerbahce,3,45,Ümraniyespor,3,22/23,31,1220,True
8,tr1,Week 1,2022-08-08,38,Ankaragücü,0,13,Konyaspor,0,22/23,1026,368,True
9,tr1,Week 2,2022-08-12,4,Trabzonspor,1,16,Hatayspor,0,22/23,117,438,True
10,tr1,Week 2,2022-08-13,15,Kayserispor,1,40,İstanbulspor,0,22/23,407,1109,True
11,tr1,Week 2,2022-08-13,19,Adana Demirspor,3,14,Sivasspor,0,22/23,515,391,True
12,tr1,Week 2,2022-08-14,17,Gaziantep FK,1,38,Ankaragücü,0,22/23,468,1026,True
13,tr1,Week 2,2022-08-14,45,Ümraniyespor,0,11,Antalyaspor,1,22/23,1220,310,True
14,tr1,Week 2,2022-08-14,12,Alanyaspor,3,3,Besiktas JK,3,22/23,327,65,True
15,tr1,Week 2,2022-08-15,13,Konyaspor,0,5,Basaksehir FK,0,22/23,368,139,True
16,tr1,Week 2,2022-08-15,9,Kasimpasa,0,2,Fenerbahce,6,22/23,252,31,True
17,tr1,Week 3,2022-08-19,45,Ümraniyespor,0,1,Galatasaray,1,22/23,1220,14,True
18,tr1,Week 3,2022-08-20,16,Hatayspor,1,17,Gaziantep FK,2,22/23,438,468,True
19,tr1,Week 3,2022-08-20,11,Antalyaspor,5,4,Trabzonspor,2,22/23,310,117,True
20,tr1,Week 3,2022-08-21,5,Basaksehir FK,2,15,Kayserispor,0,22/23,139,407,True
21,tr1,Week 3,2022-08-21,3,Besiktas JK,4,39,Fatih Karagümrük,1,22/23,65,1068,True
22,tr1,Week 3,2022-08-22,40,İstanbulspor,0,13,Konyaspor,4,22/23,1109,368,True
23,tr1,Week 3,2022-08-22,14,Sivasspor,1,12,Alanyaspor,1,22/23,391,327,True
24,tr1,Week 3,2022-08-22,2,Fenerbahce,4,19,Adana Demirspor,2,22/23,31,515,True
25,tr1,Week 4,2022-08-26,17,Gaziantep FK,5,11,Antalyaspor,2,22/23,468,310,True
26,tr1,Week 4,2022-08-27,39,Fatih Karagümrük,4,38,Ankaragücü,1,22/23,1068,1026,True
27,tr1,Week 4,2022-08-27,19,Adana Demirspor,1,45,Ümraniyespor,0,22/23,515,1220,True
28,tr1,Week 4,2022-08-27,12,Alanyaspor,0,40,İstanbulspor,1,22/23,327,1109,True
29,tr1,Week 4,2022-08-28,9,Kasimpasa,1,16,Hatayspor,0,22/23,252,438,True
30,tr1,Week 4,2022-08-28,4,Trabzonspor,0,1,Galatasaray,0,22/23,117,14,True
31,tr1,Week 4,2022-08-29,13,Konyaspor,1,2,Fenerbahce,0,22/23,368,31,True
32,tr1,Week 4,2022-08-29,3,Besiktas JK,3,14,Sivasspor,1,22/23,65,391,True
33,tr1,Week 5,2022-09-02,45,Ümraniyespor,0,4,Trabzonspor,1,22/23,1220,117,True
34,tr1,Week 5,2022-09-03,5,Basaksehir FK,2,12,Alanyaspor,0,22/23,139,327,True
35,tr1,Week 5,2022-09-03,14,Sivasspor,0,39,Fatih Karagümrük,0,22/23,391,1068,True
36,tr1,Week 5,2022-09-03,2,Fenerbahce,2,15,Kayserispor,0,22/23,31,407,True
37,tr1,Week 5,2022-09-04,16,Hatayspor,1,19,Adana Demirspor,1,22/23,438,515,True
38,tr1,Week 5,2022-09-04,11,Antalyaspor,0,9,Kasimpasa,2,22/23,310,252,True
39,tr1,Week 5,2022-09-04,38,Ankaragücü,2,3,Besiktas JK,3,22/23,1026,65,True
40,tr1,Week 5,2022-09-05,1,Galatasaray,2,17,Gaziantep FK,1,22/23,14,468,True
41,tr1,Week 6,2022-09-09,12,Alanyaspor,2,38,Ankaragücü,1,22/23,327,1026,True
42,tr1,Week 6,2022-09-10,13,Konyaspor,1,16,Hatayspor,0,22/23,368,438,True
43,tr1,Week 6,2022-09-11,14,Sivasspor,1,40,İstanbulspor,1,22/23,391,1109,True
44,tr1,Week 6,2022-09-11,17,Gaziantep FK,1,45,Ümraniyespor,1,22/23,468,1220,True
45,tr1,Week 6,2022-09-11,9,Kasimpasa,2,1,Galatasaray,3,22/23,252,14,True
46,tr1,Week 6,2022-09-11,15,Kayserispor,1,11,Antalyaspor,0,22/23,407,310,True
47,tr1,Week 6,2022-09-12,3,Besiktas JK,0,5,Basaksehir FK,1,22/23,65,139,True
48,tr1,Week 6,2022-09-12,19,Adana Demirspor,3,4,Trabzonspor,2,22/23,515,117,True
49,tr1,Week 7,2022-09-16,1,Galatasaray,2,13,Konyaspor,1,22/23,14,368,True
50,tr1,Week 7,2022-09-16,16,Hatayspor,0,15,Kayserispor,4,22/23,438,407,True
51,tr1,Week 7,2022-09-17,45,Ümraniyespor,1,9,Kasimpasa,2,22/23,1220,252,True
52,tr1,Week 7,2022-09-17,11,Antalyaspor,0,19,Adana Demirspor,3,22/23,310,515,True
53,tr1,Week 7,2022-09-17,40,İstanbulspor,2,3,Besiktas JK,2,22/23,1109,65,True
54,tr1,Week 7,2022-09-18,5,Basaksehir FK,0,39,Fatih Karagümrük,0,22/23,139,1068,True
55,tr1,Week 7,2022-09-18,4,Trabzonspor,3,17,Gaziantep FK,2,22/23,117,468,True
56,tr1,Week 7,2022-09-18,2,Fenerbahce,5,12,Alanyaspor,0,22/23,31,327,True
57,tr1,Week 7,2022-09-18,38,Ankaragücü,2,14,Sivasspor,1,22/23,1026,391,True
58,tr1,Week 8,2022-10-01,9,Kasimpasa,1,17,Gaziantep FK,0,22/23,252,468,True
59,tr1,Week 8,2022-10-01,15,Kayserispor,1,4,Trabzonspor,2,22/23,407,117,True
60,tr1,Week 8,2022-10-01,38,Ankaragücü,1,5,Basaksehir FK,2,22/23,1026,139,True
61,tr1,Week 8,2022-10-01,19,Adana Demirspor,0,1,Galatasaray,0,22/23,515,14,True
62,tr1,Week 8,2022-10-02,14,Sivasspor,1,16,Hatayspor,2,22/23,391,438,True
63,tr1,Week 8,2022-10-02,13,Konyaspor,1,45,Ümraniyespor,0,22/23,368,1220,True
64,tr1,Week 8,2022-10-02,3,Besiktas JK,0,2,Fenerbahce,0,22/23,65,31,True
65,tr1,Week 8,2022-10-03,39,Fatih Karagümrük,1,40,İstanbulspor,2,22/23,1068,1109,True
66,tr1,Week 9,2022-10-07,17,Gaziantep FK,1,19,Adana Demirspor,1,22/23,468,515,True
67,tr1,Week 9,2022-10-08,40,İstanbulspor,1,38,Ankaragücü,2,22/23,1109,1026,True
68,tr1,Week 9,2022-10-08,11,Antalyaspor,1,13,Konyaspor,1,22/23,310,368,True
69,tr1,Week 9,2022-10-09,45,Ümraniyespor,2,15,Kayserispor,2,22/23,1220,407,True
70,tr1,Week 9,2022-10-09,16,Hatayspor,1,12,Alanyaspor,0,22/23,438,327,True
71,tr1,Week 9,2022-10-09,2,Fenerbahce,5,39,Fatih Karagümrük,4,22/23,31,1068,True
72,tr1,Week 9,2022-10-10,5,Basaksehir FK,0,14,Sivasspor,2,22/23,139,391,True
73,tr1,Week 9,2022-10-10,4,Trabzonspor,0,9,Kasimpasa,0,22/23,117,252,True
74,tr1,Week 10,2022-10-14,12,Alanyaspor,3,11,Antalyaspor,2,22/23,327,310,True
75,tr1,Week 10,2022-10-15,39,Fatih Karagümrük,3,16,Hatayspor,0,22/23,1068,438,True
76,tr1,Week 10,2022-10-15,9,Kasimpasa,1,19,Adana Demirspor,4,22/23,252,515,True
77,tr1,Week 10,2022-10-15,15,Kayserispor,2,1,Galatasaray,1,22/23,407,14,True
78,tr1,Week 10,2022-10-15,13,Konyaspor,0,17,Gaziantep FK,1,22/23,368,468,True
79,tr1,Week 10,2022-10-16,5,Basaksehir FK,2,40,İstanbulspor,0,22/23,139,1109,True
80,tr1,Week 10,2022-10-16,3,Besiktas JK,2,4,Trabzonspor,2,22/23,65,117,True
81,tr1,Week 10,2022-10-17,38,Ankaragücü,0,2,Fenerbahce,3,22/23,1026,31,True
82,tr1,Week 11,2022-10-21,11,Antalyaspor,2,40,İstanbulspor,1,22/23,310,1109,True
83,tr1,Week 11,2022-10-22,45,Ümraniyespor,1,39,Fatih Karagümrük,3,22/23,1220,1068,True
84,tr1,Week 11,2022-10-22,4,Trabzonspor,1,14,Sivasspor,0,22/23,117,391,True
85,tr1,Week 11,2022-10-22,2,Fenerbahce,1,5,Basaksehir FK,0,22/23,31,139,True
86,tr1,Week 11,2022-10-23,9,Kasimpasa,0,15,Kayserispor,1,22/23,252,407,True
87,tr1,Week 11,2022-10-23,19,Adana Demirspor,1,13,Konyaspor,1,22/23,515,368,True
88,tr1,Week 11,2022-10-23,1,Galatasaray,2,12,Alanyaspor,2,22/23,14,327,True
89,tr1,Week 11,2022-10-24,16,Hatayspor,2,3,Besiktas JK,1,22/23,438,65,True
90,tr1,Week 12,2022-10-28,39,Fatih Karagümrük,0,1,Galatasaray,2,22/23,1068,14,True
91,tr1,Week 12,2022-10-29,13,Konyaspor,1,9,Kasimpasa,1,22/23,368,252,True
92,tr1,Week 12,2022-10-29,12,Alanyaspor,2,17,Gaziantep FK,0,22/23,327,468,True
93,tr1,Week 12,2022-10-30,38,Ankaragücü,4,16,Hatayspor,1,22/23,1026,438,True
94,tr1,Week 12,2022-10-30,3,Besiktas JK,5,45,Ümraniyespor,2,22/23,65,1220,True
95,tr1,Week 12,2022-10-30,15,Kayserispor,2,19,Adana Demirspor,2,22/23,407,515,True
96,tr1,Week 12,2022-10-30,40,İstanbulspor,2,2,Fenerbahce,5,22/23,1109,31,True
97,tr1,Week 12,2022-10-31,14,Sivasspor,0,11,Antalyaspor,2,22/23,391,310,True
98,tr1,Week 13,2022-11-04,9,Kasimpasa,1,38,Ankaragücü,1,22/23,252,1026,True
99,tr1,Week 13,2022-11-04,45,Ümraniyespor,3,12,Alanyaspor,1,22/23,1220,327,True
100,tr1,Week 13,2022-11-05,1,Galatasaray,2,3,Besiktas JK,1,22/23,14,65,True
101,tr1,Week 13,2022-11-06,17,Gaziantep FK,1,15,Kayserispor,2,22/23,468,407,True
102,tr1,Week 13,2022-11-06,11,Antalyaspor,4,39,Fatih Karagümrük,2,22/23,310,1068,True
103,tr1,Week 13,2022-11-06,4,Trabzonspor,2,13,Konyaspor,2,22/23,117,368,True
104,tr1,Week 13,2022-11-07,2,Fenerbahce,1,14,Sivasspor,0,22/23,31,391,True
105,tr1,Week 13,2022-11-07,16,Hatayspor,3,5,Basaksehir FK,3,22/23,438,139,True
106,tr1,Week 14,2022-11-11,12,Alanyaspor,0,19,Adana Demirspor,0,22/23,327,515,True
107,tr1,Week 14,2022-11-11,38,Ankaragücü,1,4,Trabzonspor,1,22/23,1026,117,True
108,tr1,Week 14,2022-11-12,14,Sivasspor,2,45,Ümraniyespor,2,22/23,391,1220,True
109,tr1,Week 14,2022-11-12,5,Basaksehir FK,0,1,Galatasaray,7,22/23,139,14,True
110,tr1,Week 14,2022-11-13,39,Fatih Karagümrük,3,17,Gaziantep FK,3,22/23,1068,468,True
111,tr1,Week 14,2022-11-13,40,İstanbulspor,0,16,Hatayspor,1,22/23,1109,438,True
112,tr1,Week 14,2022-11-13,15,Kayserispor,1,13,Konyaspor,2,22/23,407,368,True
113,tr1,Week 14,2022-11-13,3,Besiktas JK,,11,Antalyaspor,,22/23,65,310,False
114,tr1,Week 14,2023-02-26,3,Besiktas JK,0,11,Antalyaspor,0,22/23,65,310,True
115,tr1,Week 15,2022-12-23,11,Antalyaspor,0,38,Ankaragücü,2,22/23,310,1026,True
116,tr1,Week 15,2022-12-23,45,Ümraniyespor,1,5,Basaksehir FK,3,22/23,1220,139,True
117,tr1,Week 15,2022-12-24,9,Kasimpasa,1,14,Sivasspor,2,22/23,252,391,True
118,tr1,Week 15,2022-12-24,4,Trabzonspor,2,2,Fenerbahce,0,22/23,117,31,True
119,tr1,Week 15,2022-12-25,19,Adana Demirspor,2,39,Fatih Karagümrük,1,22/23,515,1068,True
120,tr1,Week 15,2022-12-25,17,Gaziantep FK,1,3,Besiktas JK,1,22/23,468,65,True
121,tr1,Week 15,2022-12-25,13,Konyaspor,2,12,Alanyaspor,2,22/23,368,327,True
122,tr1,Week 15,2022-12-25,1,Galatasaray,2,40,İstanbulspor,1,22/23,14,1109,True
123,tr1,Week 16,2022-12-27,5,Basaksehir FK,2,11,Antalyaspor,0,22/23,139,310,True
124,tr1,Week 16,2022-12-27,38,Ankaragücü,1,45,Ümraniyespor,2,22/23,1026,1220,True
125,tr1,Week 16,2022-12-27,2,Fenerbahce,4,16,Hatayspor,0,22/23,31,438,True
126,tr1,Week 16,2022-12-28,12,Alanyaspor,3,15,Kayserispor,1,22/23,327,407,True
127,tr1,Week 16,2022-12-28,40,İstanbulspor,2,9,Kasimpasa,1,22/23,1109,252,True
128,tr1,Week 16,2022-12-28,39,Fatih Karagümrük,4,4,Trabzonspor,1,22/23,1068,117,True
129,tr1,Week 16,2022-12-29,14,Sivasspor,1,1,Galatasaray,2,22/23,391,14,True
130,tr1,Week 16,2022-12-29,3,Besiktas JK,1,19,Adana Demirspor,0,22/23,65,515,True
131,tr1,Week 17,2023-01-03,45,Ümraniyespor,2,16,Hatayspor,2,22/23,1220,438,True
132,tr1,Week 17,2023-01-03,11,Antalyaspor,1,2,Fenerbahce,2,22/23,310,31,True
133,tr1,Week 17,2023-01-04,9,Kasimpasa,4,12,Alanyaspor,1,22/23,252,327,True
134,tr1,Week 17,2023-01-04,15,Kayserispor,2,39,Fatih Karagümrük,4,22/23,407,1068,True
135,tr1,Week 17,2023-01-04,1,Galatasaray,2,38,Ankaragücü,1,22/23,14,1026,True
136,tr1,Week 17,2023-01-04,13,Konyaspor,2,14,Sivasspor,2,22/23,368,391,True
137,tr1,Week 17,2023-01-05,17,Gaziantep FK,1,5,Basaksehir FK,1,22/23,468,139,True
138,tr1,Week 17,2023-01-05,19,Adana Demirspor,6,40,İstanbulspor,0,22/23,515,1109,True
139,tr1,Week 18,2023-01-07,16,Hatayspor,0,11,Antalyaspor,0,22/23,438,310,True
140,tr1,Week 18,2023-01-07,3,Besiktas JK,2,9,Kasimpasa,1,22/23,65,252,True
141,tr1,Week 18,2023-01-08,39,Fatih Karagümrük,3,13,Konyaspor,3,22/23,1068,368,True
142,tr1,Week 18,2023-01-08,38,Ankaragücü,2,15,Kayserispor,1,22/23,1026,407,True
143,tr1,Week 18,2023-01-08,2,Fenerbahce,0,1,Galatasaray,3,22/23,31,14,True
144,tr1,Week 18,2023-01-09,5,Basaksehir FK,2,19,Adana Demirspor,1,22/23,139,515,True
145,tr1,Week 18,2023-01-09,12,Alanyaspor,5,4,Trabzonspor,0,22/23,327,117,True
146,tr1,Week 18,2023-01-09,40,İstanbulspor,1,17,Gaziantep FK,1,22/23,1109,468,True
147,tr1,Week 19,2023-01-13,15,Kayserispor,4,14,Sivasspor,1,22/23,407,391,True
148,tr1,Week 19,2023-01-13,1,Galatasaray,4,16,Hatayspor,0,22/23,14,438,True
149,tr1,Week 19,2023-01-14,19,Adana Demirspor,3,38,Ankaragücü,1,22/23,515,1026,True
150,tr1,Week 19,2023-01-14,13,Konyaspor,1,3,Besiktas JK,2,22/23,368,65,True
151,tr1,Week 19,2023-01-14,4,Trabzonspor,1,5,Basaksehir FK,0,22/23,117,139,True
152,tr1,Week 19,2023-01-15,45,Ümraniyespor,0,40,İstanbulspor,2,22/23,1220,1109,True
153,tr1,Week 19,2023-01-15,9,Kasimpasa,2,39,Fatih Karagümrük,2,22/23,252,1068,True
154,tr1,Week 19,2023-01-15,17,Gaziantep FK,1,2,Fenerbahce,2,22/23,468,31,True
155,tr1,Week 20,2023-01-21,9,Kasimpasa,1,5,Basaksehir FK,3,22/23,252,139,True
156,tr1,Week 20,2023-01-21,1,Galatasaray,2,11,Antalyaspor,1,22/23,14,310,True
157,tr1,Week 20,2023-01-22,17,Gaziantep FK,1,14,Sivasspor,2,22/23,468,391,True
158,tr1,Week 20,2023-01-22,12,Alanyaspor,2,39,Fatih Karagümrük,2,22/23,327,1068,True
159,tr1,Week 20,2023-01-22,15,Kayserispor,0,3,Besiktas JK,2,22/23,407,65,True
160,tr1,Week 20,2023-01-22,4,Trabzonspor,4,40,İstanbulspor,0,22/23,117,1109,True
161,tr1,Week 20,2023-01-23,13,Konyaspor,0,38,Ankaragücü,1,22/23,368,1026,True
162,tr1,Week 20,2023-01-23,45,Ümraniyespor,1,2,Fenerbahce,2,22/23,1220,31,True
163,tr1,Week 21,2023-01-27,3,Besiktas JK,3,12,Alanyaspor,0,22/23,65,327,True
164,tr1,Week 21,2023-01-28,14,Sivasspor,1,19,Adana Demirspor,2,22/23,391,515,True
165,tr1,Week 21,2023-01-28,16,Hatayspor,2,4,Trabzonspor,1,22/23,438,117,True
166,tr1,Week 21,2023-01-28,38,Ankaragücü,0,17,Gaziantep FK,2,22/23,1026,468,True
167,tr1,Week 21,2023-01-28,11,Antalyaspor,3,45,Ümraniyespor,2,22/23,310,1220,True
168,tr1,Week 21,2023-01-29,40,İstanbulspor,2,15,Kayserispor,4,22/23,1109,407,True
169,tr1,Week 21,2023-01-29,5,Basaksehir FK,2,13,Konyaspor,0,22/23,139,368,True
170,tr1,Week 21,2023-01-29,2,Fenerbahce,5,9,Kasimpasa,1,22/23,31,252,True
171,tr1,Week 22,2023-01-31,12,Alanyaspor,0,14,Sivasspor,3,22/23,327,391,True
172,tr1,Week 22,2023-01-31,39,Fatih Karagümrük,1,3,Besiktas JK,1,22/23,1068,65,True
173,tr1,Week 22,2023-02-01,17,Gaziantep FK,4,16,Hatayspor,1,22/23,468,438,True
174,tr1,Week 22,2023-02-01,1,Galatasaray,3,45,Ümraniyespor,2,22/23,14,1220,True
175,tr1,Week 22,2023-02-01,4,Trabzonspor,2,11,Antalyaspor,0,22/23,117,310,True
176,tr1,Week 22,2023-02-02,15,Kayserispor,1,5,Basaksehir FK,0,22/23,407,139,True
177,tr1,Week 22,2023-02-02,13,Konyaspor,0,40,İstanbulspor,1,22/23,368,1109,True
178,tr1,Week 22,2023-02-02,19,Adana Demirspor,1,2,Fenerbahce,1,22/23,515,31,True
179,tr1,Week 23,2023-02-04,38,Ankaragücü,0,39,Fatih Karagümrük,2,22/23,1026,1068,True
180,tr1,Week 23,2023-02-04,14,Sivasspor,1,3,Besiktas JK,0,22/23,391,65,True
181,tr1,Week 23,2023-02-04,11,Antalyaspor,1,17,Gaziantep FK,0,22/23,310,468,True
182,tr1,Week 23,2023-02-05,40,İstanbulspor,2,12,Alanyaspor,1,22/23,1109,327,True
183,tr1,Week 23,2023-02-05,16,Hatayspor,1,9,Kasimpasa,0,22/23,438,252,True
184,tr1,Week 23,2023-02-05,1,Galatasaray,2,4,Trabzonspor,1,22/23,14,117,True
185,tr1,Week 23,2023-02-25,2,Fenerbahce,4,13,Konyaspor,0,22/23,31,368,True
186,tr1,Week 23,2023-02-26,45,Ümraniyespor,1,19,Adana Demirspor,1,22/23,1220,515,True
187,tr1,Week 24,2023-03-03,12,Alanyaspor,1,5,Basaksehir FK,0,22/23,327,139,True
188,tr1,Week 24,2023-03-04,39,Fatih Karagümrük,4,14,Sivasspor,3,22/23,1068,391,True
189,tr1,Week 24,2023-03-04,4,Trabzonspor,1,45,Ümraniyespor,2,22/23,117,1220,True
190,tr1,Week 24,2023-03-04,15,Kayserispor,1,2,Fenerbahce,2,22/23,407,31,True
191,tr1,Week 24,2023-03-05,3,Besiktas JK,2,38,Ankaragücü,1,22/23,65,1026,True
192,tr1,Week 24,2023-03-06,9,Kasimpasa,3,11,Antalyaspor,1,22/23,252,310,True
193,tr1,Week 25,2023-03-11,11,Antalyaspor,4,15,Kayserispor,0,22/23,310,407,True
194,tr1,Week 25,2023-03-11,1,Galatasaray,1,9,Kasimpasa,0,22/23,14,252,True
195,tr1,Week 25,2023-03-12,38,Ankaragücü,2,12,Alanyaspor,0,22/23,1026,327,True
196,tr1,Week 25,2023-03-12,4,Trabzonspor,4,19,Adana Demirspor,1,22/23,117,515,True
197,tr1,Week 25,2023-03-12,5,Basaksehir FK,0,3,Besiktas JK,2,22/23,139,65,True
198,tr1,Week 25,2023-03-13,40,İstanbulspor,3,14,Sivasspor,0,22/23,1109,391,True
199,tr1,Week 26,2023-03-17,13,Konyaspor,2,1,Galatasaray,1,22/23,368,14,True
200,tr1,Week 26,2023-03-18,9,Kasimpasa,1,45,Ümraniyespor,1,22/23,252,1220,True
201,tr1,Week 26,2023-03-18,19,Adana Demirspor,2,11,Antalyaspor,0,22/23,515,310,True
202,tr1,Week 26,2023-03-18,3,Besiktas JK,3,40,İstanbulspor,1,22/23,65,1109,True
203,tr1,Week 26,2023-03-19,39,Fatih Karagümrük,2,5,Basaksehir FK,2,22/23,1068,139,True
204,tr1,Week 26,2023-03-19,14,Sivasspor,2,38,Ankaragücü,0,22/23,391,1026,True
205,tr1,Week 26,2023-03-19,12,Alanyaspor,1,2,Fenerbahce,3,22/23,327,31,True
206,tr1,Week 27,2023-04-01,5,Basaksehir FK,1,38,Ankaragücü,0,22/23,139,1026,True
207,tr1,Week 27,2023-04-01,4,Trabzonspor,3,15,Kayserispor,4,22/23,117,407,True
208,tr1,Week 27,2023-04-01,1,Galatasaray,2,19,Adana Demirspor,0,22/23,14,515,True
209,tr1,Week 27,2023-04-02,45,Ümraniyespor,2,13,Konyaspor,2,22/23,1220,368,True
210,tr1,Week 27,2023-04-02,2,Fenerbahce,2,3,Besiktas JK,4,22/23,31,65,True
211,tr1,Week 27,2023-04-03,40,İstanbulspor,0,39,Fatih Karagümrük,1,22/23,1109,1068,True
212,tr1,Week 28,2023-04-07,13,Konyaspor,1,11,Antalyaspor,1,22/23,368,310,True
213,tr1,Week 28,2023-04-08,38,Ankaragücü,3,40,İstanbulspor,2,22/23,1026,1109,True
214,tr1,Week 28,2023-04-08,9,Kasimpasa,2,4,Trabzonspor,0,22/23,252,117,True
215,tr1,Week 28,2023-04-09,14,Sivasspor,1,5,Basaksehir FK,1,22/23,391,139,True
216,tr1,Week 28,2023-04-10,15,Kayserispor,3,45,Ümraniyespor,1,22/23,407,1220,True
217,tr1,Week 28,2023-04-10,39,Fatih Karagümrük,1,2,Fenerbahce,2,22/23,1068,31,True
218,tr1,Week 29,2023-04-14,11,Antalyaspor,3,12,Alanyaspor,1,22/23,310,327,True
219,tr1,Week 29,2023-04-14,1,Galatasaray,6,15,Kayserispor,0,22/23,14,407,True
220,tr1,Week 29,2023-04-15,19,Adana Demirspor,5,9,Kasimpasa,0,22/23,515,252,True
221,tr1,Week 29,2023-04-15,40,İstanbulspor,1,5,Basaksehir FK,0,22/23,1109,139,True
222,tr1,Week 29,2023-04-15,2,Fenerbahce,2,38,Ankaragücü,1,22/23,31,1026,True
223,tr1,Week 29,2023-04-16,4,Trabzonspor,0,3,Besiktas JK,0,22/23,117,65,True
224,tr1,Week 30,2023-04-18,12,Alanyaspor,1,1,Galatasaray,4,22/23,327,14,True
225,tr1,Week 30,2023-04-18,39,Fatih Karagümrük,4,45,Ümraniyespor,2,22/23,1068,1220,True
226,tr1,Week 30,2023-04-19,40,İstanbulspor,3,11,Antalyaspor,3,22/23,1109,310,True
227,tr1,Week 30,2023-04-19,15,Kayserispor,0,9,Kasimpasa,0,22/23,407,252,True
228,tr1,Week 30,2023-04-19,5,Basaksehir FK,1,2,Fenerbahce,2,22/23,139,31,True
229,tr1,Week 30,2023-04-19,13,Konyaspor,1,19,Adana Demirspor,2,22/23,368,515,True
230,tr1,Week 30,2023-04-20,14,Sivasspor,4,4,Trabzonspor,1,22/23,391,117,True
231,tr1,Week 31,2023-04-22,45,Ümraniyespor,0,3,Besiktas JK,2,22/23,1220,65,True
232,tr1,Week 31,2023-04-23,9,Kasimpasa,1,13,Konyaspor,2,22/23,252,368,True
233,tr1,Week 31,2023-04-23,19,Adana Demirspor,5,15,Kayserispor,3,22/23,515,407,True
234,tr1,Week 31,2023-04-23,1,Galatasaray,3,39,Fatih Karagümrük,3,22/23,14,1068,True
235,tr1,Week 31,2023-04-24,11,Antalyaspor,1,14,Sivasspor,2,22/23,310,391,True
236,tr1,Week 31,2023-04-24,2,Fenerbahce,3,40,İstanbulspor,3,22/23,31,1109,True
237,tr1,Week 32,2023-04-28,12,Alanyaspor,1,45,Ümraniyespor,0,22/23,327,1220,True
238,tr1,Week 32,2023-04-29,39,Fatih Karagümrük,0,11,Antalyaspor,1,22/23,1068,310,True
239,tr1,Week 32,2023-04-29,13,Konyaspor,2,4,Trabzonspor,1,22/23,368,117,True
240,tr1,Week 32,2023-04-29,38,Ankaragücü,0,9,Kasimpasa,0,22/23,1026,252,True
241,tr1,Week 32,2023-04-29,14,Sivasspor,1,2,Fenerbahce,3,22/23,391,31,True
242,tr1,Week 32,2023-04-30,3,Besiktas JK,3,1,Galatasaray,1,22/23,65,14,True
243,tr1,Week 33,2023-05-06,11,Antalyaspor,1,3,Besiktas JK,3,22/23,310,65,True
244,tr1,Week 33,2023-05-06,19,Adana Demirspor,4,12,Alanyaspor,2,22/23,515,327,True
245,tr1,Week 33,2023-05-07,45,Ümraniyespor,4,14,Sivasspor,1,22/23,1220,391,True
246,tr1,Week 33,2023-05-07,13,Konyaspor,2,15,Kayserispor,2,22/23,368,407,True
247,tr1,Week 33,2023-05-08,1,Galatasaray,1,5,Basaksehir FK,0,22/23,14,139,True
248,tr1,Week 33,2023-05-08,4,Trabzonspor,2,38,Ankaragücü,0,22/23,117,1026,True
249,tr1,Week 34,2023-05-16,14,Sivasspor,1,9,Kasimpasa,2,22/23,391,252,True
250,tr1,Week 34,2023-05-16,12,Alanyaspor,0,13,Konyaspor,3,22/23,327,368,True
251,tr1,Week 34,2023-05-16,40,İstanbulspor,0,1,Galatasaray,2,22/23,1109,14,True
252,tr1,Week 34,2023-05-17,5,Basaksehir FK,1,45,Ümraniyespor,1,22/23,139,1220,True
253,tr1,Week 34,2023-05-17,39,Fatih Karagümrük,2,19,Adana Demirspor,3,22/23,1068,515,True
254,tr1,Week 34,2023-05-17,38,Ankaragücü,1,11,Antalyaspor,1,22/23,1026,310,True
255,tr1,Week 34,2023-05-18,2,Fenerbahce,3,4,Trabzonspor,1,22/23,31,117,True
256,tr1,Week 35,2023-05-20,9,Kasimpasa,1,40,İstanbulspor,0,22/23,252,1109,True
257,tr1,Week 35,2023-05-20,1,Galatasaray,2,14,Sivasspor,0,22/23,14,391,True
258,tr1,Week 35,2023-05-20,15,Kayserispor,0,12,Alanyaspor,4,22/23,407,327,True
259,tr1,Week 35,2023-05-21,45,Ümraniyespor,1,38,Ankaragücü,2,22/23,1220,1026,True
260,tr1,Week 35,2023-05-21,19,Adana Demirspor,1,3,Besiktas JK,4,22/23,515,65,True
261,tr1,Week 35,2023-05-21,11,Antalyaspor,0,5,Basaksehir FK,0,22/23,310,139,True
262,tr1,Week 35,2023-05-22,4,Trabzonspor,4,39,Fatih Karagümrük,1,22/23,117,1068,True
263,tr1,Week 36,2023-05-30,12,Alanyaspor,1,9,Kasimpasa,3,22/23,327,252,True
264,tr1,Week 36,2023-05-30,39,Fatih Karagümrük,2,15,Kayserispor,0,22/23,1068,407,True
