match_id,league_id,week,date,home_team_id,home_team,home_goals,away_team_id,away_team,away_goals,season,home_footballer_id,away_footballer_id,is_played
1351,tr2,Week 23,2024-02-18,46,Erzurumspor FK,1,54,Adanaspor,0,23/24,1262,1485,True
1352,tr2,Week 23,2024-02-18,55,Sakaryaspor,3,51,Çorum FK,1,23/24,1516,1403,True
1353,tr2,Week 23,2024-02-18,45,Ümraniyespor,1,8,Eyüpspor,3,23/24,1220,227,True
1354,tr2,Week 23,2024-02-19,47,Gençlerbirliği SK,0,43,Bandırmaspor,1,23/24,1292,1177,True
1355,tr2,Week 24,2024-02-24,43,Bandırmaspor,4,45,Ümraniyespor,1,23/24,1177,1220,True
1356,tr2,Week 24,2024-02-24,51,Çorum FK,2,18,Bodrum FK,1,23/24,1403,484,True
1357,tr2,Week 24,2024-02-24,54,Adanaspor,0,7,Göztepe,3,23/24,1485,178,True
1358,tr2,Week 24,2024-02-25,44,Boluspor,1,46,Erzurumspor FK,0,23/24,1209,1262,True
1359,tr2,Week 24,2024-02-25,48,Ankara Keçiörengücü,2,42,Kocaelispor,2,23/24,1312,1154,True
1360,tr2,Week 24,2024-02-25,53,Manisa FK,1,47,Gençlerbirliği SK,1,23/24,1468,1292,True
1361,tr2,Week 24,2024-02-25,8,Eyüpspor,3,55,Sakaryaspor,2,23/24,227,1516,True
1362,tr2,Week 25,2024-03-02,18,Bodrum FK,0,8,Eyüpspor,1,23/24,484,227,True
1363,tr2,Week 25,2024-03-02,46,Erzurumspor FK,0,42,Kocaelispor,0,23/24,1262,1154,True
1364,tr2,Week 25,2024-03-02,55,Sakaryaspor,2,53,Manisa FK,0,23/24,1516,1468,True
1365,tr2,Week 25,2024-03-03,7,Göztepe,2,44,Boluspor,0,23/24,178,1209,True
1366,tr2,Week 25,2024-03-03,51,Çorum FK,0,43,Bandırmaspor,0,23/24,1403,1177,True
1367,tr2,Week 25,2024-03-04,47,Gençlerbirliği SK,1,56,Şanlıurfaspor,1,23/24,1292,1556,True
1368,tr2,Week 26,2024-03-09,43,Bandırmaspor,0,18,Bodrum FK,0,23/24,1177,484,True
1369,tr2,Week 26,2024-03-09,54,Adanaspor,0,55,Sakaryaspor,0,23/24,1485,1516,True
1370,tr2,Week 26,2024-03-09,8,Eyüpspor,0,51,Çorum FK,1,23/24,227,1403,True
1371,tr2,Week 26,2024-03-10,48,Ankara Keçiörengücü,0,46,Erzurumspor FK,2,23/24,1312,1262,True
1372,tr2,Week 26,2024-03-10,56,Şanlıurfaspor,0,7,Göztepe,1,23/24,1556,178,True
1373,tr2,Week 26,2024-03-11,53,Manisa FK,3,45,Ümraniyespor,2,23/24,1468,1220,True
1374,tr2,Week 27,2024-03-15,47,Gençlerbirliği SK,2,42,Kocaelispor,0,23/24,1292,1154,True
1375,tr2,Week 27,2024-03-16,43,Bandırmaspor,2,8,Eyüpspor,3,23/24,1177,227,True
1376,tr2,Week 27,2024-03-16,51,Çorum FK,4,53,Manisa FK,3,23/24,1403,1468,True
1377,tr2,Week 27,2024-03-16,7,Göztepe,0,48,Ankara Keçiörengücü,0,23/24,178,1312,True
1378,tr2,Week 27,2024-03-17,18,Bodrum FK,1,44,Boluspor,1,23/24,484,1209,True
1379,tr2,Week 27,2024-03-17,45,Ümraniyespor,2,54,Adanaspor,0,23/24,1220,1485,True
1380,tr2,Week 28,2024-04-02,48,Ankara Keçiörengücü,1,51,Çorum FK,2,23/24,1312,1403,True
1381,tr2,Week 28,2024-04-02,56,Şanlıurfaspor,2,55,Sakaryaspor,0,23/24,1556,1516,True
1382,tr2,Week 28,2024-04-02,44,Boluspor,1,47,Gençlerbirliği SK,2,23/24,1209,1292,True
1383,tr2,Week 28,2024-04-02,53,Manisa FK,0,18,Bodrum FK,1,23/24,1468,484,True
1384,tr2,Week 28,2024-04-03,54,Adanaspor,1,8,Eyüpspor,0,23/24,1485,227,True
1385,tr2,Week 28,2024-04-03,42,Kocaelispor,3,7,Göztepe,2,23/24,1154,178,True
1386,tr2,Week 29,2024-04-06,18,Bodrum FK,0,48,Ankara Keçiörengücü,0,23/24,484,1312,True
1387,tr2,Week 29,2024-04-06,45,Ümraniyespor,0,56,Şanlıurfaspor,1,23/24,1220,1556,True
1388,tr2,Week 29,2024-04-06,55,Sakaryaspor,2,44,Boluspor,0,23/24,1516,1209,True
1389,tr2,Week 29,2024-04-07,43,Bandırmaspor,1,53,Manisa FK,1,23/24,1177,1468,True
1390,tr2,Week 29,2024-04-07,51,Çorum FK,1,42,Kocaelispor,1,23/24,1403,1154,True
1391,tr2,Week 29,2024-04-07,47,Gençlerbirliği SK,1,54,Adanaspor,1,23/24,1292,1485,True
1392,tr2,Week 29,2024-04-08,7,Göztepe,3,46,Erzurumspor FK,0,23/24,178,1262,True
1393,tr2,Week 30,2024-04-12,53,Manisa FK,2,8,Eyüpspor,2,23/24,1468,227,True
1394,tr2,Week 30,2024-04-13,48,Ankara Keçiörengücü,2,47,Gençlerbirliği SK,1,23/24,1312,1292,True
1395,tr2,Week 30,2024-04-13,44,Boluspor,1,45,Ümraniyespor,0,23/24,1209,1220,True
1396,tr2,Week 30,2024-04-14,56,Şanlıurfaspor,1,43,Bandırmaspor,1,23/24,1556,1177,True
1397,tr2,Week 30,2024-04-15,46,Erzurumspor FK,0,55,Sakaryaspor,0,23/24,1262,1516,True
1398,tr2,Week 30,2024-04-15,54,Adanaspor,1,18,Bodrum FK,1,23/24,1485,484,True
1399,tr2,Week 31,2024-04-20,8,Eyüpspor,0,44,Boluspor,0,23/24,227,1209,True
1400,tr2,Week 31,2024-04-21,18,Bodrum FK,2,56,Şanlıurfaspor,1,23/24,484,1556,True
1401,tr2,Week 31,2024-04-21,51,Çorum FK,2,54,Adanaspor,0,23/24,1403,1485,True
1402,tr2,Week 31,2024-04-21,47,Gençlerbirliği SK,2,46,Erzurumspor FK,0,23/24,1292,1262,True
1403,tr2,Week 31,2024-04-21,55,Sakaryaspor,2,48,Ankara Keçiörengücü,1,23/24,1516,1312,True
1404,tr2,Week 31,2024-04-22,45,Ümraniyespor,1,42,Kocaelispor,0,23/24,1220,1154,True
1405,tr2,Week 32,2024-04-28,54,Adanaspor,1,53,Manisa FK,1,23/24,1485,1468,True
1406,tr2,Week 32,2024-04-28,46,Erzurumspor FK,2,51,Çorum FK,1,23/24,1262,1403,True
1407,tr2,Week 32,2024-04-28,7,Göztepe,2,47,Gençlerbirliği SK,0,23/24,178,1292,True
1408,tr2,Week 32,2024-04-28,48,Ankara Keçiörengücü,4,45,Ümraniyespor,2,23/24,1312,1220,True
1409,tr2,Week 32,2024-04-28,42,Kocaelispor,3,43,Bandırmaspor,1,23/24,1154,1177,True
1410,tr2,Week 32,2024-04-28,56,Şanlıurfaspor,1,8,Eyüpspor,3,23/24,1556,227,True
1411,tr2,Week 33,2024-05-04,8,Eyüpspor,0,7,Göztepe,3,23/24,227,178,True
1412,tr2,Week 33,2024-05-05,43,Bandırmaspor,2,48,Ankara Keçiörengücü,1,23/24,1177,1312,True
1413,tr2,Week 33,2024-05-05,18,Bodrum FK,3,42,Kocaelispor,0,23/24,484,1154,True
1414,tr2,Week 33,2024-05-05,51,Çorum FK,1,56,Şanlıurfaspor,1,23/24,1403,1556,True
1415,tr2,Week 33,2024-05-05,53,Manisa FK,1,44,Boluspor,0,23/24,1468,1209,True
1416,tr2,Week 33,2024-05-05,45,Ümraniyespor,2,46,Erzurumspor FK,0,23/24,1220,1262,True
1417,tr2,Week 34,2024-05-11,54,Adanaspor,1,43,Bandırmaspor,0,23/24,1485,1177,True
1418,tr2,Week 34,2024-05-11,44,Boluspor,2,51,Çorum FK,1,23/24,1209,1403,True
1419,tr2,Week 34,2024-05-11,46,Erzurumspor FK,0,8,Eyüpspor,4,23/24,1262,227,True
1420,tr2,Week 34,2024-05-11,7,Göztepe,1,18,Bodrum FK,1,23/24,178,484,True
1421,tr2,Week 34,2024-05-11,42,Kocaelispor,0,55,Sakaryaspor,2,23/24,1154,1516,True
1422,tr2,Week 34,2024-05-11,56,Şanlıurfaspor,2,53,Manisa FK,0,23/24,1556,1468,True
1423,tr2,Playoff 1,2024-05-16,18,Bodrum FK,2,44,Boluspor,0,23/24,484,1209,True
1424,tr2,Playoff 1,2024-05-16,51,Çorum FK,2,42,Kocaelispor,1,23/24,1403,1154,True
1425,tr2,Playoff 2,2024-05-20,51,Çorum FK,1,18,Bodrum FK,1,23/24,1403,484,True
1426,tr2,Playoff 2,2024-05-24,18,Bodrum FK,,51,Çorum FK,,23/24,484,1403,False
1427,tr2,Final,2024-05-30,55,Sakaryaspor,1,18,Bodrum FK,3,23/24,1516,484,True
1428,tr2,Week 1,2024-08-09,55,Sakaryaspor,1,48,Ankara Keçiörengücü,1,24/25,1516,1312,True
1429,tr2,Week 1,2024-08-10,40,İstanbulspor,3,53,Manisa FK,2,24/25,1109,1468,True
1430,tr2,Week 1,2024-08-10,57,Yeni Malatyaspor,,52,Pendikspor,,24/25,1559,1417,False
1431,tr2,Week 1,2024-08-10,54,Adanaspor,2,49,Esenler Erokspor,1,24/25,1485,1337,True
1432,tr2,Week 1,2024-08-10,42,Kocaelispor,2,47,Gençlerbirliği SK,1,24/25,1154,1292,True
1433,tr2,Week 1,2024-08-11,43,Bandırmaspor,3,46,Erzurumspor FK,2,24/25,1177,1262,True
1434,tr2,Week 1,2024-08-11,44,Boluspor,0,50,Iğdır FK,1,24/25,1209,1377,True
1435,tr2,Week 1,2024-08-11,39,Fatih Karagümrük,0,41,Amed SK,0,24/25,1068,1136,True
1436,tr2,Week 1,2024-08-11,38,Ankaragücü,2,56,Şanlıurfaspor,0,24/25,1026,1556,True
1437,tr2,Week 1,2024-08-12,45,Ümraniyespor,3,51,Çorum FK,0,24/25,1220,1403,True
1438,tr2,Week 2,2024-08-16,52,Pendikspor,1,42,Kocaelispor,2,24/25,1417,1154,True
1439,tr2,Week 2,2024-08-17,48,Ankara Keçiörengücü,1,43,Bandırmaspor,2,24/25,1312,1177,True
1440,tr2,Week 2,2024-08-17,46,Erzurumspor FK,1,38,Ankaragücü,0,24/25,1262,1026,True
1441,tr2,Week 2,2024-08-17,49,Esenler Erokspor,,57,Yeni Malatyaspor,,24/25,1337,1559,False
1442,tr2,Week 2,2024-08-17,53,Manisa FK,2,55,Sakaryaspor,2,24/25,1468,1516,True
1443,tr2,Week 2,2024-08-18,50,Iğdır FK,6,54,Adanaspor,1,24/25,1377,1485,True
1444,tr2,Week 2,2024-08-18,51,Çorum FK,2,39,Fatih Karagümrük,2,24/25,1403,1068,True
1445,tr2,Week 2,2024-08-18,47,Gençlerbirliği SK,1,44,Boluspor,1,24/25,1292,1209,True
1446,tr2,Week 2,2024-08-18,56,Şanlıurfaspor,3,45,Ümraniyespor,1,24/25,1556,1220,True
1447,tr2,Week 2,2024-08-19,41,Amed SK,0,40,İstanbulspor,1,24/25,1136,1109,True
1448,tr2,Week 2,2024-09-24,49,Esenler Erokspor,2,57,Yeni Malatyaspor,1,24/25,1337,1559,True
1449,tr2,Week 3,2024-08-23,42,Kocaelispor,1,46,Erzurumspor FK,0,24/25,1154,1262,True
1450,tr2,Week 3,2024-08-24,50,Iğdır FK,0,47,Gençlerbirliği SK,0,24/25,1377,1292,True
1451,tr2,Week 3,2024-08-24,39,Fatih Karagümrük,0,53,Manisa FK,2,24/25,1068,1468,True
1452,tr2,Week 3,2024-08-24,44,Boluspor,2,49,Esenler Erokspor,1,24/25,1209,1337,True
1453,tr2,Week 3,2024-08-24,38,Ankaragücü,0,45,Ümraniyespor,1,24/25,1026,1220,True
1454,tr2,Week 3,2024-08-25,43,Bandırmaspor,0,51,Çorum FK,0,24/25,1177,1403,True
1455,tr2,Week 3,2024-08-25,54,Adanaspor,3,52,Pendikspor,4,24/25,1485,1417,True
1456,tr2,Week 3,2024-08-25,57,Yeni Malatyaspor,0,48,Ankara Keçiörengücü,1,24/25,1559,1312,True
1457,tr2,Week 3,2024-08-26,40,İstanbulspor,3,56,Şanlıurfaspor,0,24/25,1109,1556,True
1458,tr2,Week 3,2024-08-28,55,Sakaryaspor,0,41,Amed SK,0,24/25,1516,1136,True
1459,tr2,Week 4,2024-08-30,49,Esenler Erokspor,1,47,Gençlerbirliği SK,2,24/25,1337,1292,True
1460,tr2,Week 4,2024-08-30,53,Manisa FK,0,54,Adanaspor,0,24/25,1468,1485,True
1461,tr2,Week 4,2024-08-31,48,Ankara Keçiörengücü,1,44,Boluspor,1,24/25,1312,1209,True
1462,tr2,Week 4,2024-08-31,45,Ümraniyespor,2,39,Fatih Karagümrük,2,24/25,1220,1068,True
1463,tr2,Week 4,2024-08-31,51,Çorum FK,1,55,Sakaryaspor,1,24/25,1403,1516,True
1464,tr2,Week 4,2024-08-31,56,Şanlıurfaspor,3,43,Bandırmaspor,2,24/25,1556,1177,True
1465,tr2,Week 4,2024-09-01,46,Erzurumspor FK,3,57,Yeni Malatyaspor,0,24/25,1262,1559,True
1466,tr2,Week 4,2024-09-01,38,Ankaragücü,2,40,İstanbulspor,1,24/25,1026,1109,True
1467,tr2,Week 4,2024-09-01,52,Pendikspor,0,50,Iğdır FK,2,24/25,1417,1377,True
1468,tr2,Week 4,2024-09-02,41,Amed SK,3,42,Kocaelispor,0,24/25,1136,1154,True
1469,tr2,Week 5,2024-09-13,44,Boluspor,1,52,Pendikspor,2,24/25,1209,1417,True
1470,tr2,Week 5,2024-09-14,43,Bandırmaspor,0,41,Amed SK,1,24/25,1177,1136,True
1471,tr2,Week 5,2024-09-14,57,Yeni Malatyaspor,0,51,Çorum FK,4,24/25,1559,1403,True
1472,tr2,Week 5,2024-09-14,40,İstanbulspor,3,45,Ümraniyespor,0,24/25,1109,1220,True
1473,tr2,Week 5,2024-09-14,55,Sakaryaspor,2,56,Şanlıurfaspor,0,24/25,1516,1556,True
1474,tr2,Week 5,2024-09-15,39,Fatih Karagümrük,3,38,Ankaragücü,2,24/25,1068,1026,True
1475,tr2,Week 5,2024-09-15,50,Iğdır FK,1,49,Esenler Erokspor,2,24/25,1377,1337,True
1476,tr2,Week 5,2024-09-15,47,Gençlerbirliği SK,1,46,Erzurumspor FK,0,24/25,1292,1262,True
1477,tr2,Week 5,2024-09-15,42,Kocaelispor,1,53,Manisa FK,2,24/25,1154,1468,True
1478,tr2,Week 5,2024-09-16,54,Adanaspor,1,48,Ankara Keçiörengücü,1,24/25,1485,1312,True
1479,tr2,Week 6,2024-09-20,46,Erzurumspor FK,2,49,Esenler Erokspor,0,24/25,1262,1337,True
1480,tr2,Week 6,2024-09-20,53,Manisa FK,5,57,Yeni Malatyaspor,1,24/25,1468,1559,True
1481,tr2,Week 6,2024-09-21,52,Pendikspor,0,47,Gençlerbirliği SK,1,24/25,1417,1292,True
1482,tr2,Week 6,2024-09-21,41,Amed SK,1,44,Boluspor,1,24/25,1136,1209,True
1483,tr2,Week 6,2024-09-21,38,Ankaragücü,2,55,Sakaryaspor,1,24/25,1026,1516,True
1484,tr2,Week 6,2024-09-22,48,Ankara Keçiörengücü,2,50,Iğdır FK,0,24/25,1312,1377,True
1485,tr2,Week 6,2024-09-22,45,Ümraniyespor,5,54,Adanaspor,2,24/25,1220,1485,True
1486,tr2,Week 6,2024-09-22,51,Çorum FK,0,42,Kocaelispor,2,24/25,1403,1154,True
1487,tr2,Week 6,2024-09-22,40,İstanbulspor,0,43,Bandırmaspor,0,24/25,1109,1177,True
1488,tr2,Week 6,2024-09-23,56,Şanlıurfaspor,1,39,Fatih Karagümrük,3,24/25,1556,1068,True
1489,tr2,Week 7,2024-09-27,50,Iğdır FK,1,46,Erzurumspor FK,2,24/25,1377,1262,True
1490,tr2,Week 7,2024-09-28,43,Bandırmaspor,2,38,Ankaragücü,0,24/25,1177,1026,True
1491,tr2,Week 7,2024-09-28,44,Boluspor,2,53,Manisa FK,0,24/25,1209,1468,True
1492,tr2,Week 7,2024-09-28,47,Gençlerbirliği SK,0,48,Ankara Keçiörengücü,1,24/25,1292,1312,True
1493,tr2,Week 7,2024-09-29,55,Sakaryaspor,1,45,Ümraniyespor,3,24/25,1516,1220,True
1494,tr2,Week 7,2024-09-29,57,Yeni Malatyaspor,2,41,Amed SK,4,24/25,1559,1136,True
1495,tr2,Week 7,2024-09-29,54,Adanaspor,0,51,Çorum FK,2,24/25,1485,1403,True
1496,tr2,Week 7,2024-09-29,49,Esenler Erokspor,4,52,Pendikspor,0,24/25,1337,1417,True
1497,tr2,Week 7,2024-09-30,39,Fatih Karagümrük,1,40,İstanbulspor,0,24/25,1068,1109,True
1498,tr2,Week 7,2024-09-30,42,Kocaelispor,0,56,Şanlıurfaspor,0,24/25,1154,1556,True
1499,tr2,Week 8,2024-10-04,51,Çorum FK,0,50,Iğdır FK,0,24/25,1403,1377,True
1500,tr2,Week 8,2024-10-04,46,Erzurumspor FK,1,44,Boluspor,0,24/25,1262,1209,True
1501,tr2,Week 8,2024-10-05,45,Ümraniyespor,1,43,Bandırmaspor,1,24/25,1220,1177,True
1502,tr2,Week 8,2024-10-05,38,Ankaragücü,0,54,Adanaspor,0,24/25,1026,1485,True
1503,tr2,Week 8,2024-10-05,39,Fatih Karagümrük,4,55,Sakaryaspor,0,24/25,1068,1516,True
1504,tr2,Week 8,2024-10-05,56,Şanlıurfaspor,3,57,Yeni Malatyaspor,0,24/25,1556,1559,True
1505,tr2,Week 8,2024-10-06,48,Ankara Keçiörengücü,1,52,Pendikspor,1,24/25,1312,1417,True
1506,tr2,Week 8,2024-10-06,53,Manisa FK,1,47,Gençlerbirliği SK,0,24/25,1468,1292,True
1507,tr2,Week 8,2024-10-06,41,Amed SK,0,49,Esenler Erokspor,4,24/25,1136,1337,True
1508,tr2,Week 8,2024-10-06,40,İstanbulspor,0,42,Kocaelispor,3,24/25,1109,1154,True
1509,tr2,Week 9,2024-10-18,57,Yeni Malatyaspor,0,38,Ankaragücü,3,24/25,1559,1026,True
1510,tr2,Week 9,2024-10-19,43,Bandırmaspor,1,39,Fatih Karagümrük,0,24/25,1177,1068,True
1511,tr2,Week 9,2024-10-19,47,Gençlerbirliği SK,1,41,Amed SK,1,24/25,1292,1136,True
1512,tr2,Week 9,2024-10-19,54,Adanaspor,1,56,Şanlıurfaspor,4,24/25,1485,1556,True
1513,tr2,Week 9,2024-10-19,42,Kocaelispor,1,45,Ümraniyespor,0,24/25,1154,1220,True
1514,tr2,Week 9,2024-10-20,52,Pendikspor,0,46,Erzurumspor FK,0,24/25,1417,1262,True
1515,tr2,Week 9,2024-10-20,44,Boluspor,2,51,Çorum FK,0,24/25,1209,1403,True
1516,tr2,Week 9,2024-10-20,50,Iğdır FK,1,53,Manisa FK,0,24/25,1377,1468,True
1517,tr2,Week 9,2024-10-20,55,Sakaryaspor,3,40,İstanbulspor,1,24/25,1516,1109,True
1518,tr2,Week 9,2024-10-21,49,Esenler Erokspor,2,48,Ankara Keçiörengücü,2,24/25,1337,1312,True
1519,tr2,Week 10,2024-10-25,39,Fatih Karagümrük,4,54,Adanaspor,0,24/25,1068,1485,True
1520,tr2,Week 10,2024-10-26,51,Çorum FK,1,47,Gençlerbirliği SK,0,24/25,1403,1292,True
1521,tr2,Week 10,2024-10-26,45,Ümraniyespor,2,57,Yeni Malatyaspor,0,24/25,1220,1559,True
1522,tr2,Week 10,2024-10-26,56,Şanlıurfaspor,3,50,Iğdır FK,3,24/25,1556,1377,True
1523,tr2,Week 10,2024-10-26,38,Ankaragücü,4,42,Kocaelispor,2,24/25,1026,1154,True
1524,tr2,Week 10,2024-10-27,43,Bandırmaspor,3,55,Sakaryaspor,2,24/25,1177,1516,True
1525,tr2,Week 10,2024-10-27,41,Amed SK,0,52,Pendikspor,1,24/25,1136,1417,True
1526,tr2,Week 10,2024-10-27,46,Erzurumspor FK,4,48,Ankara Keçiörengücü,0,24/25,1262,1312,True
1527,tr2,Week 10,2024-10-27,40,İstanbulspor,1,44,Boluspor,2,24/25,1109,1209,True
1528,tr2,Week 10,2024-10-28,53,Manisa FK,0,49,Esenler Erokspor,1,24/25,1468,1337,True
1529,tr2,Week 11,2024-11-01,44,Boluspor,3,45,Ümraniyespor,0,24/25,1209,1220,True
1530,tr2,Week 11,2024-11-02,48,Ankara Keçiörengücü,2,51,Çorum FK,3,24/25,1312,1403,True
1531,tr2,Week 11,2024-11-02,54,Adanaspor,0,43,Bandırmaspor,1,24/25,1485,1177,True
1532,tr2,Week 11,2024-11-02,49,Esenler Erokspor,1,56,Şanlıurfaspor,1,24/25,1337,1556,True
1533,tr2,Week 11,2024-11-02,42,Kocaelispor,2,39,Fatih Karagümrük,1,24/25,1154,1068,True
1534,tr2,Week 11,2024-11-03,57,Yeni Malatyaspor,0,55,Sakaryaspor,2,24/25,1559,1516,True
1535,tr2,Week 11,2024-11-03,46,Erzurumspor FK,2,41,Amed SK,0,24/25,1262,1136,True
1536,tr2,Week 11,2024-11-03,50,Iğdır FK,1,38,Ankaragücü,0,24/25,1377,1026,True
1537,tr2,Week 11,2024-11-04,47,Gençlerbirliği SK,2,40,İstanbulspor,1,24/25,1292,1109,True
1538,tr2,Week 11,2024-11-04,52,Pendikspor,1,53,Manisa FK,0,24/25,1417,1468,True
1539,tr2,Week 12,2024-11-08,38,Ankaragücü,3,49,Esenler Erokspor,0,24/25,1026,1337,True
1540,tr2,Week 12,2024-11-08,45,Ümraniyespor,0,50,Iğdır FK,1,24/25,1220,1377,True
1541,tr2,Week 12,2024-11-09,40,İstanbulspor,0,54,Adanaspor,0,24/25,1109,1485,True
1542,tr2,Week 12,2024-11-09,41,Amed SK,0,48,Ankara Keçiörengücü,0,24/25,1136,1312,True
1543,tr2,Week 12,2024-11-09,39,Fatih Karagümrük,6,57,Yeni Malatyaspor,1,24/25,1068,1559,True
1544,tr2,Week 12,2024-11-09,51,Çorum FK,1,52,Pendikspor,0,24/25,1403,1417,True
1545,tr2,Week 12,2024-11-10,43,Bandırmaspor,2,44,Boluspor,0,24/25,1177,1209,True
1546,tr2,Week 12,2024-11-10,56,Şanlıurfaspor,3,47,Gençlerbirliği SK,1,24/25,1556,1292,True
1547,tr2,Week 12,2024-11-10,53,Manisa FK,2,46,Erzurumspor FK,0,24/25,1468,1262,True
1548,tr2,Week 12,2024-11-10,55,Sakaryaspor,0,42,Kocaelispor,1,24/25,1516,1154,True
1549,tr2,Week 13,2024-11-22,52,Pendikspor,2,45,Ümraniyespor,2,24/25,1417,1220,True
1550,tr2,Week 13,2024-11-23,48,Ankara Keçiörengücü,4,53,Manisa FK,0,24/25,1312,1468,True
1551,tr2,Week 13,2024-11-23,57,Yeni Malatyaspor,1,40,İstanbulspor,4,24/25,1559,1109,True
1552,tr2,Week 13,2024-11-23,44,Boluspor,1,56,Şanlıurfaspor,0,24/25,1209,1556,True
1553,tr2,Week 13,2024-11-23,47,Gençlerbirliği SK,1,38,Ankaragücü,0,24/25,1292,1026,True
1554,tr2,Week 13,2024-11-24,46,Erzurumspor FK,1,39,Fatih Karagümrük,3,24/25,1262,1068,True
1555,tr2,Week 13,2024-11-24,54,Adanaspor,1,55,Sakaryaspor,1,24/25,1485,1516,True
1556,tr2,Week 13,2024-11-24,49,Esenler Erokspor,2,51,Çorum FK,2,24/25,1337,1403,True
1557,tr2,Week 13,2024-11-24,42,Kocaelispor,2,43,Bandırmaspor,2,24/25,1154,1177,True
1558,tr2,Week 13,2024-11-25,50,Iğdır FK,1,41,Amed SK,1,24/25,1377,1136,True
1559,tr2,Week 14,2024-11-29,42,Kocaelispor,2,54,Adanaspor,0,24/25,1154,1485,True
1560,tr2,Week 14,2024-11-30,41,Amed SK,3,53,Manisa FK,2,24/25,1136,1468,True
1561,tr2,Week 14,2024-11-30,43,Bandırmaspor,2,57,Yeni Malatyaspor,0,24/25,1177,1559,True
1562,tr2,Week 14,2024-11-30,40,İstanbulspor,4,50,Iğdır FK,0,24/25,1109,1377,True
1563,tr2,Week 14,2024-11-30,51,Çorum FK,0,46,Erzurumspor FK,1,24/25,1403,1262,True
1564,tr2,Week 14,2024-12-01,45,Ümraniyespor,3,47,Gençlerbirliği SK,3,24/25,1220,1292,True
1565,tr2,Week 14,2024-12-01,38,Ankaragücü,1,52,Pendikspor,1,24/25,1026,1417,True
1566,tr2,Week 14,2024-12-01,56,Şanlıurfaspor,0,48,Ankara Keçiörengücü,2,24/25,1556,1312,True
1567,tr2,Week 14,2024-12-01,39,Fatih Karagümrük,1,49,Esenler Erokspor,0,24/25,1068,1337,True
1568,tr2,Week 14,2024-12-02,55,Sakaryaspor,2,44,Boluspor,1,24/25,1516,1209,True
1569,tr2,Week 15,2024-12-07,46,Erzurumspor FK,1,54,Adanaspor,0,24/25,1262,1485,True
1570,tr2,Week 15,2024-12-07,57,Yeni Malatyaspor,1,42,Kocaelispor,3,24/25,1559,1154,True
1571,tr2,Week 15,2024-12-07,53,Manisa FK,0,51,Çorum FK,1,24/25,1468,1403,True
1572,tr2,Week 15,2024-12-07,50,Iğdır FK,0,43,Bandırmaspor,1,24/25,1377,1177,True
1573,tr2,Week 15,2024-12-08,48,Ankara Keçiörengücü,2,40,İstanbulspor,1,24/25,1312,1109,True
1574,tr2,Week 15,2024-12-08,44,Boluspor,2,38,Ankaragücü,3,24/25,1209,1026,True
1575,tr2,Week 15,2024-12-08,47,Gençlerbirliği SK,1,39,Fatih Karagümrük,0,24/25,1292,1068,True
1576,tr2,Week 15,2024-12-08,52,Pendikspor,3,55,Sakaryaspor,0,24/25,1417,1516,True
1577,tr2,Week 15,2024-12-09,41,Amed SK,2,56,Şanlıurfaspor,1,24/25,1136,1556,True
1578,tr2,Week 15,2024-12-09,49,Esenler Erokspor,0,45,Ümraniyespor,1,24/25,1337,1220,True
1579,tr2,Week 16,2024-12-13,54,Adanaspor,3,57,Yeni Malatyaspor,1,24/25,1485,1559,True
1580,tr2,Week 16,2024-12-13,38,Ankaragücü,0,53,Manisa FK,1,24/25,1026,1468,True
1581,tr2,Week 16,2024-12-14,40,İstanbulspor,3,46,Erzurumspor FK,2,24/25,1109,1262,True
1582,tr2,Week 16,2024-12-14,56,Şanlıurfaspor,2,52,Pendikspor,1,24/25,1556,1417,True
1583,tr2,Week 16,2024-12-14,39,Fatih Karagümrük,2,44,Boluspor,2,24/25,1068,1209,True
1584,tr2,Week 16,2024-12-14,55,Sakaryaspor,2,50,Iğdır FK,1,24/25,1516,1377,True
1585,tr2,Week 16,2024-12-15,43,Bandırmaspor,2,47,Gençlerbirliği SK,2,24/25,1177,1292,True
1586,tr2,Week 16,2024-12-15,51,Çorum FK,1,41,Amed SK,1,24/25,1403,1136,True
1587,tr2,Week 16,2024-12-15,45,Ümraniyespor,1,48,Ankara Keçiörengücü,2,24/25,1220,1312,True
1588,tr2,Week 16,2024-12-15,42,Kocaelispor,0,49,Esenler Erokspor,2,24/25,1154,1337,True
1589,tr2,Week 17,2024-12-21,46,Erzurumspor FK,0,55,Sakaryaspor,0,24/25,1262,1516,True
1590,tr2,Week 17,2024-12-21,50,Iğdır FK,3,57,Yeni Malatyaspor,0,24/25,1377,1559,True
1591,tr2,Week 17,2024-12-21,53,Manisa FK,2,56,Şanlıurfaspor,1,24/25,1468,1556,True
1592,tr2,Week 17,2024-12-21,52,Pendikspor,1,40,İstanbulspor,1,24/25,1417,1109,True
1593,tr2,Week 17,2024-12-22,48,Ankara Keçiörengücü,0,39,Fatih Karagümrük,1,24/25,1312,1068,True
1594,tr2,Week 17,2024-12-22,44,Boluspor,1,42,Kocaelispor,3,24/25,1209,1154,True
1595,tr2,Week 17,2024-12-22,49,Esenler Erokspor,1,43,Bandırmaspor,1,24/25,1337,1177,True
1596,tr2,Week 17,2024-12-22,51,Çorum FK,1,38,Ankaragücü,1,24/25,1403,1026,True
