player_id,footballer_id,footballer_name,Total played,Started,Minutes per game,Total minutes played,Team of the week,Goals conceded per game,Penalties saved,Saves per game,Succ. runs out per game,Goals conceded,Conceded from inside box,Conceded from outside box,Saves made,Goals prevented,Saves from inside box,Saves from outside box,Saves caught,Saves parried,Goals,Scoring frequency,Goals per game,Shots per game,Shots on target per game,Big chances missed,Goal conversion,Penalty goals,Penalty conversion,Free kick goals,Free kick conversion,Goals from inside the box,Goals from outside the box,Headed goals,Left foot goals,Right foot goals,Penalty won,Assists,Expected Assists (xA),Touches per game,Big chances created,Key passes per game,Accurate per game,Acc. own half,Acc. opposition half,Acc. long balls,Acc. chipped passes,Acc. crosses,Clean sheets,Interceptions per game,Tackles per game,Possession won (final third),Balls recovered per game,Dribbled past per game,Clearances per game,Errors leading to shot,Errors leading to goal,Penalties committed,Succ. dribbles,Total duels won,Ground duels won,Aerial duels won,Possession lost,Fouls,Was fouled,Offsides,Goal kicks per game,Yellow,Yellow-Red,Red cards,Average Sofascore Rating
1235,1235,Engjell Hoti,27,21,66,1780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,890min,0.1,1,0.3,1,8%,0,0%,0/4,0%,02-May,0/21,0,0,2,0,2,0,44.6,1,0.7,25.3 (85%),14.0 (92%),11.7 (72%),1.9 (60%),1.0 (47%),0.3 (20%),0,0.9,2.1,0.3,5,0.6,0.8,1,0,0,0.9 (58%),4.5 (48%),4.2 (47%),0.3 (50%),9.3,2.6,1.3,0,0,5,1,1,6.89
1236,1236,Doğukan Saral,1,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0,0,0,0%,0,0%,0,0%,0,0,0,0,0,0,0,0,9,0,0,5.0 (71%),3.0 (75%),2.0 (67%),0.0 (0%),0.0 (0%),0.0 (0%),0,0,0,0,0,1,0,0,0,0,0.0 (0%),0.0 (0%),0.0 (0%),0.0 (0%),4,0,0,0,0,0,0,0,6.2
1237,1237,Emre Kaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1238,1238,Barış Ekincier,23,6,32,726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,182min,0.2,0.8,0.3,1,22%,0,0%,0/4,0%,04-Nov,0/7,0,0,4,0,1,0,15.4,2,0.3,5.2 (73%),2.0 (84%),3.5 (58%),0.1 (33%),0.2 (57%),0.3 (23%),0,0.1,0.6,0.1,0.7,0.3,0.4,0,0,0,0.6 (36%),1.8 (40%),1.4 (42%),0.3 (35%),5.4,0.5,0.3,0.3,0,3,0,0,6.82
1239,1239,Mehmet Ali Büyüksayar,12,1,18,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,220min,0.1,0.6,0.1,2,14%,0,0%,0,0%,01-Mar,0/4,0,0,1,1,1,0,9.8,2,0.6,4.6 (76%),1.6 (90%),3.0 (68%),0.2 (50%),0.3 (43%),0.0 (0%),0,0.1,0.2,0.1,1.2,0.3,0,0,0,0,0.8 (53%),1.2 (41%),1.2 (42%),0.0 (0%),3,0.4,0.3,0,0,0,0,0,6.57
1240,1240,Efe Uluağ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1241,1241,Benny,0,0,24.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.11
1242,1242,Cebio Soukou,25,25,81,2020,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,337min,0.2,1.5,0.9,1,16%,0,0%,0/1,0%,Apr-22,Feb-16,0,0,6,0,5,0,39.8,4,1,20.9 (84%),8.0 (90%),13.2 (76%),0.9 (68%),1.0 (76%),0.3 (24%),0,0.2,0.6,0.5,3.3,0.4,0.3,0,0,0,1.6 (48%),4.4 (47%),3.2 (43%),1.3 (58%),10.3,1.2,1,0.3,0,4,1,2,6.96
1243,1243,Melih Okutan,3,0,20,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0.7,0,1,0%,0,0%,0,0%,0/1,0/1,0,0,0,0,0,0,11,2,1,5.3 (84%),3.3 (91%),2.7 (67%),0.0 (0%),0.3 (33%),0.7 (50%),0,0,0.7,0,0.7,0,0,0,0,0,0.0 (0%),0.7 (50%),0.7 (67%),0.0 (0%),2,0,0,0.3,0,0,0,0,6.63
1244,1244,Georgi Minchev,2,0,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0,0,0,0%,0,0%,0,0%,0,0,0,0,0,0,0,0,7,0,0.5,5.0 (71%),2.0 (100%),3.0 (60%),0.0 (0%),0.0 (0%),0.0 (0%),0,0,0,0,1,0,0,0,0,0,0.0 (0%),0.0 (0%),0.0 (0%),0.0 (0%),2,1,0,0,0,0,0,0,6.87
1245,1245,Batuhan Çelik,17,0,17,281,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,141min,0.1,0.7,0.3,0,17%,0,0%,0,0%,02-Aug,0/4,0,0,2,0,0,0,9.1,0,0.1,3.6 (79%),1.1 (100%),2.5 (73%),0.1 (50%),0.1 (67%),0.0 (0%),0,0.1,0.5,0.2,0.9,0.1,0.1,0,0,0,0.7 (75%),1.5 (53%),1.4 (66%),0.1 (17%),2.4,0.1,0.2,0,0,0,0,0,6.81
1246,1246,Göktuğ Bakırbaş,7,6,84,585,0,1.1,0,1.7 (60%),0.6 (100%),8,6,2,12,0,9,3,0,2,0,0min,0,0,0,0,0%,0,0%,0,0%,0,0,0,0,0,0,0,0,27.1,0,0,11.7 (57%),7.6 (84%),4.1 (36%),5.4 (38%),0.3 (100%),0.0 (0%),2,0,0,0,7.4,0,1.4,0,0,0,0.0 (0%),0.4 (100%),0.0 (0%),0.4 (100%),8.9,0,0.3,0,6.6,1,0,0,6.63
1247,1247,Ataberk Dadakdeniz,24,24,88,2115,1,0.8,02-Apr,2.0 (72%),0.3 (80%),18,15,3,47,0,30,17,0,7,0,0min,0,0,0,0,0%,0,0%,0,0%,0,0,0,0,0,0,0,0,35.6,0,0,16.4 (58%),10.2 (80%),6.3 (40%),8.1 (41%),1.0 (54%),0.0 (0%),12,0,0,0,8.5,0,0.8,1,0,0,0.0 (0%),0.6 (88%),0.2 (100%),0.4 (83%),12,0,0.4,0,8.3,6,0,0,7.02
1248,1248,Oğuzhan Yağcı,2,2,90,180,0,2,0/2,2.5 (56%),0.5 (100%),4,4,0,5,0,2,2,0,0,0,0min,0,0,0,0,0%,0,0%,0,0%,0,0,0,0,0,0,0,0,36,0,0,22.0 (81%),19.0 (86%),3.0 (60%),5.0 (56%),1.5 (75%),0.0 (0%),1,0,0,0,8,0.5,0,0,0,0,0.0 (0%),0.0 (0%),0.0 (0%),0.0 (0%),5,0,0,0,5.5,0,0,0,6.75
1249,1249,Kağan Moradaoğlu,1,1,90,90,0,0,0,1.0 (100%),0.0 (0%),0,0,0,1,0,1,0,0,0,0,0min,0,0,0,0,0%,0,0%,0,0%,0,0,0,0,0,0,0,0,26,0,0,11.0 (48%),9.0 (75%),2.0 (18%),4.0 (25%),3.0 (100%),0.0 (0%),1,0,0,0,0,0,0,0,0,0,1.0 (100%),1.0 (100%),1.0 (100%),0.0 (0%),12,0,0,0,0,0,0,0,7.1
1250,1250,Yakup Kırtay,23,13,61,1410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1410min,0,0.4,0.2,2,10%,0,0%,0,0%,01-Oct,0,1,0,0,0,0,0,37,1,0.2,23.9 (81%),17.2 (90%),6.8 (65%),2.3 (42%),0.7 (49%),0.1 (40%),7,1,0.6,0,1.6,0.4,2,0,0,1,0.1 (100%),2.8 (48%),1.0 (44%),1.7 (51%),6.1,1,0.3,0.1,0,1,0,0,6.68
1251,1251,Gökhan Akkan,8,8,83,660,0,1.9,0/1,2.5 (57%),0.4 (100%),15,13,2,20,-5.16,13,5,0,7,0,0min,0,0,0,0,0%,0,0%,0,0%,0,0,0,0,0,0,0,0.01,36.3,0,0,20.4 (71%),18.6 (90%),1.8 (22%),3.9 (32%),1.3 (36%),0.0 (0%),1,0,0,0,6.1,0.1,1.1,0,0,0,0.0 (0%),0.1 (50%),0.1 (50%),0.0 (0%),8.5,0,0.1,0,6.1,0,0,0,6.73
1252,1252,Mustafa Akbaş,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91
1253,1253,Mustafa Yumlu,23,23,86,1989,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,284min,0.3,1.1,0.6,1,27%,0,0%,0/1,0%,Jul-23,0/3,4,1,2,0,1,0,51.9,2,0.4,31.8 (82%),24.0 (92%),7.8 (60%),3.4 (49%),1.3 (57%),0.0 (0%),12,0.7,1.1,0,3.5,0.5,5.3,1,0,1,0.1 (100%),6.0 (63%),2.3 (60%),3.8 (64%),8.1,1.1,1,0.1,0,7,0,1,7.24
1254,1254,Guram Giorbelidze,24,23,82,1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,978min,0.1,0.8,0.4,0,11%,0,0%,0,0%,Feb-15,0/4,1,1,0,0,1,0,47.2,2,0.6,17.5 (77%),9.4 (87%),8.5 (63%),1.2 (35%),1.5 (60%),0.4 (27%),0,1,1.6,0.2,4.5,0.9,1.5,0,0,1,1.1 (60%),4.9 (54%),4.1 (55%),0.8 (49%),10.7,1.3,1.3,0,0,4,0,0,6.96
1255,1255,Cengizhan Bayrak,2,0,28,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,1,0,0,0%,0,0%,0,0%,0,0/2,0,0,0,0,1,0,19,1,0.5,9.5 (83%),2.5 (83%),7.0 (82%),0.0 (0%),0.0 (0%),0.0 (0%),0,0,0.5,0.5,1.5,0,0,0,0,0,0.5 (100%),1.5 (50%),1.5 (100%),0.0 (0%),2,0,0.5,0,0,0,0,0,6.85
1256,1256,Celal Hanalp,23,11,50,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0.5,0.1,2,0%,0,0%,0,0%,0/8,0/3,0,0,0,0,1,0,29,1,0.4,10.7 (67%),4.9 (78%),6.2 (55%),0.9 (33%),0.7 (43%),0.4 (27%),2,1,1.2,0.1,1.7,0.5,1.3,0,1,0,0.2 (29%),3.0 (48%),1.7 (49%),1.3 (47%),8.3,0.8,0.3,0.1,0,1,0,0,6.68
1257,1257,Salih Sarıkaya,16,2,24,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0.3,0.1,0,0%,0,0%,0,0%,0/3,0/1,0,0,0,0,0,0,12.7,1,0.2,4.1 (65%),2.1 (73%),2.2 (49%),0.4 (32%),0.2 (38%),0.2 (18%),0,0.5,0.6,0.1,0.6,0.1,0.8,0,0,0,0.1 (33%),1.3 (38%),0.9 (42%),0.4 (32%),4.1,0.7,0.1,0.1,0,0,0,0,6.56
1258,1258,Orhan Ovacıklı,29,29,88,2555,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0.1,0,0,0%,0,0%,0,0%,0/1,0/1,0,0,0,0,3,0,60.2,6,0.8,26.0 (73%),14.2 (87%),12.7 (58%),3.9 (41%),2.7 (46%),0.9 (36%),11,1,2.7,0.3,3.6,0.8,2.8,1,0,0,0.3 (39%),5.5 (59%),4.2 (60%),1.2 (56%),14.8,1.4,1.3,0,0,5,0,0,7.12
1259,1259,Ahmet Yavilioğlu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1260,1260,Okechukwu Azubuike,25,24,77,1925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0.2,0.1,0,0%,0,0%,0,0%,0/1,0/5,0,0,0,0,0,0,43.9,1,0.5,30.1 (86%),16.7 (91%),13.4 (79%),2.4 (63%),1.4 (59%),0.1 (67%),0,0.7,1.7,0.1,4.2,0.9,0.5,1,0,0,0.2 (46%),3.2 (54%),2.4 (53%),0.8 (59%),7,0.7,0.5,0,0,4,1,1,6.78
1261,1261,Batuhan Artarslan,23,16,69,1587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0.5,0.1,4,0%,0,0%,0,0%,0/9,0/2,0,0,0,0,0,0,35.1,1,0.3,23.5 (82%),14.3 (92%),9.1 (70%),1.5 (53%),0.8 (40%),0.0 (0%),0,0.6,1.2,0.3,3.9,0.7,1.1,0,0,0,0.2 (42%),2.8 (51%),1.7 (46%),1.1 (63%),6.2,1,0.3,0,0,2,0,0,6.7
1262,1262,Giovanni Crociata,17,17,88,1500,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1500min,0.1,1.4,0.4,0,4%,0,0%,01-May,20%,0,Jan-24,0,0,1,0,2,0,68.4,5,1,42.5 (82%),20.6 (90%),22.6 (69%),4.3 (61%),2.9 (48%),0.8 (22%),0,0.8,2,0.3,4.6,1.2,0.8,1,0,0,0.8 (41%),4.1 (45%),3.5 (44%),0.6 (53%),15.5,1.4,0.6,0,0,7,0,0,7.04
1263,1263,Sefa Akgün,25,16,62,1549,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0.7,0.1,0,0%,0,0%,0/1,0%,0/3,0/15,0,0,0,0,5,0,39.9,8,1.2,23.0 (80%),11.7 (91%),12.0 (67%),2.6 (53%),2.0 (50%),0.8 (33%),0,0.4,1.2,0.3,4.7,0.8,0.7,0,0,0,0.5 (57%),3.0 (50%),2.4 (52%),0.6 (44%),9.2,0.6,0.8,0,0,2,0,0,6.95
1264,1264,Özgür Sert,9,3,26,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0,0,0,0%,0,0%,0,0%,0,0,0,0,0,0,0,0,8.7,0,0,2.8 (54%),1.6 (70%),1.2 (37%),0.0 (0%),0.2 (29%),0.0 (0%),0,0.1,0.2,0.1,1.2,0.3,0.3,0,0,0,0.3 (75%),1.2 (44%),0.7 (32%),0.6 (83%),4,0.8,0.1,0,0,1,0,0,6.52
1265,1265,Enes Karakaş,4,1,37,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,146min,0.3,0.5,0.3,0,50%,0,0%,0,0%,01-Jan,0/1,0,1,0,0,0,0,20.8,0,0,13.3 (85%),5.5 (92%),7.8 (82%),1.0 (100%),0.5 (50%),0.0 (0%),0,0.8,0.8,0,1.8,0,0.3,0,0,0,0.3 (100%),1.8 (64%),1.5 (67%),0.3 (50%),3,0.5,0.5,0,0,0,0,0,6.95
1266,1266,Yusuf Tok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1267,1267,Emre Çil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1268,1268,Tonio Teklic,25,24,75,1880,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,627min,0.1,1.1,0.3,0,11%,0,0,0/3,0%,03-Sep,0/18,0,2,1,0,7,0,43.2,9,1.6,16.5 (68%),4.8 (83%),12.8 (59%),1.4 (46%),0.8 (29%),1.0 (32%),0,0.4,1.5,0.3,3.3,1.2,0.4,0,0,0,1.6 (50%),5.4 (47%),4.9 (50%),0.5 (28%),15.4,1.3,1.8,0,0,3,0,0,7.15
1269,1269,Kerim Taskale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1270,1270,Uğurcan Mengi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1271,1271,Toni Tasev,8,4,44,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0.9,0.1,0,0%,0,0%,0,0%,0/3,0/4,0,0,0,0,0,0,17.8,1,0.5,6.8 (67%),1.9 (68%),5.3 (59%),0.6 (71%),0.3 (50%),0.4 (25%),0,0,0.4,0.3,1.1,0.1,0.1,0,0,0,0.5 (50%),2.3 (51%),1.8 (48%),0.5 (67%),5.9,1.3,0.9,0.1,0,1,0,0,6.84
1272,1272,Furkan Özhan,26,2,26,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,686min,0,0.7,0.2,2,6%,0,0%,0,0%,01-Nov,0/7,0,0,1,1,1,0,11.8,1,0.3,3.5 (65%),1.5 (81%),2.3 (56%),0.2 (33%),0.3 (47%),0.2 (46%),0,0.1,0.4,0.2,1.2,0.3,0.3,0,0,1,0.3 (39%),1.8 (37%),1.4 (39%),0.4 (31%),4.5,0.9,0.7,0.1,0,5,0,1,6.59
1273,1273,Mustafa Fettahoğlu,4,1,21,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0,0,0,0%,0,0%,0,0%,0,0,0,0,0,0,0,0,7.8,0,0,2.8 (61%),1.0 (57%),1.8 (64%),0.0 (0%),0.0 (0%),0.0 (0%),0,0,0.3,0,0.3,0,0,0,0,0,0.3 (33%),1.0 (36%),0.8 (38%),0.3 (33%),3.8,0.3,0.3,0,0,0,0,0,6.25
1274,1274,Odise Roshi,27,27,77,2090,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,299min,0.3,1.1,0.5,1,24%,0,0%,0,0%,Jul-26,0/3,3,0,4,1,4,0,42,4,0.8,18.4 (66%),6.8 (78%),12.4 (59%),0.9 (39%),0.3 (39%),0.7 (40%),0,0.6,1.4,0.3,3.3,0.5,1.8,0,0,0,0.8 (73%),7.5 (58%),2.8 (49%),4.7 (65%),13.4,1.8,0.6,0.2,0,5,0,0,7.22
1275,1275,Süleyman Koç,10,5,38,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0.2,0,0,0%,0,0%,0,0%,0/1,0/1,0,0,0,0,0,0,19.9,0,0.1,8.6 (66%),3.5 (70%),5.3 (56%),0.3 (17%),0.2 (20%),0.2 (14%),0,0.2,0.6,0.1,1.8,0.3,0.7,0,0,0,0.2 (40%),1.2 (48%),1.2 (55%),0.0 (0%),6.8,0.3,0.4,0,0,0,0,0,6.67
1276,1276,Streli Mamba,22,16,59,1287,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,257min,0.2,1.2,0.6,9,19%,0,0%,0,0%,May-25,0/2,0,1,4,0,2,0,15.8,1,0.4,6.8 (73%),2.3 (84%),4.5 (68%),0.4 (100%),0.2 (63%),0.0 (0%),0,0,0.5,0.3,1.4,0.1,0.1,0,0,0,0.3 (39%),2.0 (47%),1.3 (45%),0.7 (52%),5.2,0.7,0.5,0.6,0,3,0,0,6.84
1277,1277,Koray Kılınç,15,1,20,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0.4,0.2,1,0%,0,0%,0/1,0%,0/4,0/2,0,0,0,0,1,0,10.6,1,0.3,3.1 (59%),1.0 (83%),2.1 (52%),0.2 (75%),0.1 (20%),0.0 (0%),0,0,0.4,0,0.4,0.2,0.5,0,0,0,0.4 (50%),2.9 (51%),1.1 (49%),1.8 (52%),3.7,0.5,0.3,0.1,0,2,0,0,6.71
1278,1278,Eren Tozlu,26,26,88,2284,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,228min,0.4,2.2,1,10,17%,0,0,0/1,0%,Oct-51,0/7,4,1,5,0,2,0,36.2,1,0.9,15.6 (75%),5.8 (89%),9.8 (66%),0.7 (50%),0.8 (55%),0.0 (6%),0,0.2,0.7,0.6,2.7,0.3,1,1,0,0,0.5 (32%),5.3 (41%),3.2 (38%),2.2 (47%),11,2.7,2,0.6,0,5,1,1,7.15
1279,1279,Erhan Erentürk,30,30,90,2700,1,1.1,0,2.4 (69%),0.1 (100%),32,26,6,72,0,40,30,1,14,0,0min,0,0,0,0,0%,0,0%,0,0%,0,0,0,0,0,0,0,0,34.2,0,0,15.7 (62%),12.0 (85%),3.7 (33%),6.3 (40%),2.0 (75%),0.0 (0%),12,0,0.1,0,8,0,0.6,1,1,0,0.0 (0%),0.8 (100%),0.4 (100%),0.4 (100%),9.6,0,0.3,0,7.3,3,0,0,6.9
1280,1280,Orkun Özdemir,14,14,90,1260,1,0.9,01-Feb,3.1 (77%),0.0 (0%),13,12,1,44,0,26,18,0,6,0,0min,0,0,0,0,0%,0,0%,0,0%,0,0,0,0,0,0,0,0,33.9,0,0,14.4 (57%),9.3 (85%),5.1 (36%),6.4 (38%),2.2 (46%),0.0 (0%),5,0,0,0,8.6,0.1,0.6,0,0,0,0.0 (0%),0.1 (67%),0.0 (0%),0.1 (100%),11.1,0,0,0,7.8,2,0,0,7.04
1281,1281,Ebrar Aydın,1,1,90,90,0,3,0,4.0 (57%),0.0 (0%),3,2,1,4,0,2,2,0,0,0,0min,0,0,0,0,0%,0,0%,0,0%,0,0,0,0,0,0,0,0,23,0,0,10.0 (63%),8.0 (100%),2.0 (25%),5.0 (45%),1.0 (100%),0.0 (0%),0,0,0,0,0,0,0,0,0,0,0.0 (0%),0.0 (0%),0.0 (0%),0.0 (0%),6,0,0,0,0,0,0,0,6.2
1282,1282,Alperen Babacan,25,22,78,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1950min,0,0.4,0.1,3,10%,0,0%,0,0%,01-Oct,0,1,0,0,0,0,0,51.9,0,0.4,29.9 (82%),19.6 (87%),10.6 (71%),1.4 (34%),1.4 (54%),0.3 (39%),6,1.3,1.9,0,3.8,0.8,3.5,1,1,0,0.2 (50%),5.0 (56%),2.8 (54%),2.2 (57%),8.8,1.2,0.7,0,0,7,0,0,6.86
1283,1283,Zan Zuzek,26,25,87,2268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2268min,0,0.4,0.1,2,9%,0,0%,0,0%,01-Sep,0/2,1,0,0,0,0,0,67.1,0,0.3,43.9 (84%),30.4 (90%),13.6 (74%),2.7 (45%),1.7 (48%),0.0 (50%),9,2.5,1.8,0,5,0.7,4.8,1,1,0,0.4 (63%),5.2 (53%),2.6 (54%),2.6 (52%),9.3,1.2,0.3,0,0,3,0,0,7.03
1284,1284,Sinan Osmanoğlu,26,26,89,2318,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2318min,0,0.7,0.1,2,5%,0,0%,0,0%,Jan-19,0,1,0,0,0,2,0,59.9,2,0.4,38.3 (83%),26.7 (92%),11.6 (67%),3.4 (44%),3.0 (56%),0.0 (0%),9,1.2,1.3,0,3.7,0.6,6.2,0,0,0,0.1 (50%),6.0 (62%),1.8 (51%),4.2 (68%),8.5,1,0.4,0,0,9,0,1,7.24
1285,1285,Abdullah Şahindere,9,7,80,717,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,717min,0.1,0.2,0.1,0,50%,0,0%,0,0%,01-Jan,0/1,1,0,0,0,0,0,63.1,0,0.4,30.9 (73%),19.9 (82%),11.1 (58%),2.6 (35%),1.9 (40%),0.1 (14%),0,2.9,2.6,0.1,0,0.6,4.7,0,0,1,0.2 (50%),5.3 (58%),3.6 (63%),1.8 (50%),15,1.2,0.8,0,0,1,0,0,6.96
1286,1286,Yasin Güreler,7,7,81,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0.3,0,0,0%,0,0%,0,0%,0/2,0,0,0,0,0,0,0,44,1,0.6,22.4 (84%),11.6 (91%),11.3 (68%),0.7 (33%),0.9 (40%),0.4 (18%),3,0.6,2,0.1,2.3,1.3,1.3,0,0,0,0.1 (20%),4.0 (43%),3.0 (44%),1.0 (41%),9.9,1.7,0.9,0.1,0,1,0,0,6.78
1287,1287,Fıratcan Üzüm,23,11,47,1084,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0.3,0.1,0,0%,0,0%,0,0%,0/7,0/1,0,0,0,0,1,0,34.7,2,0.3,14.3 (74%),8.1 (83%),6.3 (62%),0.8 (28%),0.7 (40%),0.1 (14%),3,1.1,1.8,0.1,3.1,0.8,1,0,0,0,0.7 (57%),4.0 (55%),3.1 (52%),0.9 (68%),9.2,1.2,0.6,0,0,5,0,0,6.77
1288,1288,Oğuzhan Berber,25,19,68,1688,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0.2,0,0,0%,0,0%,0,0%,0/1,0/3,0,0,0,0,0,0,45.6,1,0.2,23.8 (78%),13.4 (86%),10.6 (67%),1.1 (26%),1.2 (48%),0.2 (25%),6,0.8,1.2,0.1,2.2,0.2,1.8,0,0,0,0.2 (50%),3.0 (56%),1.8 (59%),1.2 (51%),9.6,0.2,0.5,0,0,3,0,0,6.71
1289,1289,Emirhan Ünal,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0,0,0,0%,0,0%,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.0 (0%),0.0 (0%),0.0 (0%),0.0 (0%),0.0 (0%),0.0 (0%),0,0,0,0,0,0,0,0,0,0,0.0 (0%),0.0 (0%),0.0 (0%),0.0 (0%),0,0,0,0,0,0,0,0,0
1290,1290,Berat Can Sebat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1291,1291,Mikail Okyar,27,21,69,1852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0min,0,0.6,0.1,1,0%,0,0%,0,0%,0/3,0/14,0,0,0,0,0,0,40.3,2,0.7,22.7 (81%),11.9 (87%),10.8 (75%),1.4 (61%),1.3 (61%),0.0 (17%),0,1.1,1.5,0.3,3.9,0.7,1.6,0,0,0,0.6 (54%),3.7 (47%),2.7 (49%),1.0 (41%),8.2,0.9,0.7,0,0,5,1,1,6.79
1292,1292,Peter Etebo,5,4,75,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,75min,1,4.4,1.4,5,23%,0,0,0/2,0%,May-18,0/4,0,1,4,0,1,0,36.4,2,1.6,21.8 (86%),4.2 (78%),17.6 (87%),0.4 (67%),0.0 (0%),0.0 (0%),0,0,0.6,0.4,1.2,0.4,0.4,0,0,0,0.6 (75%),3.4 (53%),3.0 (68%),0.4 (20%),5.2,0.6,1.8,0.8,0,1,0,0,7.53
