League,Week,Date,Home Team,Home Goals,Away Team,Away Goals,Season
1.Lig,Round 5,11/09/22,Altay,2,Bodrum,0,22/23
1.Lig,Round 5,11/09/22,Eyüpspor,1,Adanaspor,0,22/23
1.Lig,Round 5,12/09/22,Altınordu,1,Pendikspor,1,22/23
1.Lig,Round 6,16/09/22,Yeni Malatyaspor,0,Altay,0,22/23
1.Lig,Round 6,17/09/22,Keçiörengücü,3,Erzurumspor,2,22/23
1.Lig,Round 6,17/09/22,Denizlispor,2,Gençlerbirliği,2,22/23
1.Lig,Round 6,17/09/22,Adanaspor,2,Rizespor,0,22/23
1.Lig,Round 6,17/09/22,Eyüpspor,4,Bandırmaspor,1,22/23
1.Lig,Round 6,18/09/22,Beykoz Anadolu,1,Pendikspor,1,22/23
1.Lig,Round 6,18/09/22,Bodrum,1,Manisa,1,22/23
1.Lig,Round 6,18/09/22,Samsunspor,3,Sakaryaspor,2,22/23
1.Lig,Round 6,18/09/22,Göztepe,1,Altınordu,0,22/23
1.Lig,Round 7,01/10/22,Pendikspor,3,Göztepe,0,22/23
1.Lig,Round 7,01/10/22,Sakaryaspor,3,Yeni Malatyaspor,1,22/23
1.Lig,Round 7,01/10/22,Altay,0,Eyüpspor,0,22/23
1.Lig,Round 7,01/10/22,Rizespor,2,Bodrum,0,22/23
1.Lig,Round 7,02/10/22,Bandırmaspor,0,Samsunspor,0,22/23
1.Lig,Round 7,02/10/22,Manisa,3,Adanaspor,2,22/23
1.Lig,Round 7,02/10/22,Boluspor,0,Beykoz Anadolu,0,22/23
1.Lig,Round 7,02/10/22,Altınordu,1,Keçiörengücü,4,22/23
1.Lig,Round 7,03/10/22,Erzurumspor,1,Denizlisporx2,0,22/23
1.Lig,Round 8,07/10/22,Adanaspor,1,Bandırmaspor,1,22/23
1.Lig,Round 8,08/10/22,Bodrum,5,Sakaryaspor,0,22/23
1.Lig,Round 8,08/10/22,Keçiörengücü,1,Boluspor,1,22/23
1.Lig,Round 8,08/10/22,Eyüpspor,4,Manisa,0,22/23
1.Lig,Round 8,08/10/22,Samsunspor,2,Gençlerbirliği,0,22/23
1.Lig,Round 8,09/10/22,Beykoz Anadolu,0,Altınordu,1,22/23
1.Lig,Round 8,09/10/22,Yeni Malatyaspor,0,Erzurumspor,1,22/23
1.Lig,Round 8,09/10/22,Denizlispor,0,Pendikspor,1,22/23
1.Lig,Round 8,10/10/22,Altay,0,Rizespor,2,22/23
1.Lig,Round 9,14/10/22,Boluspor,3,Denizlispor,0,22/23
1.Lig,Round 9,15/10/22,Manisa,1,Altay,1,22/23
1.Lig,Round 9,15/10/22,Rizespor,0,Eyüpspor,0,22/23
1.Lig,Round 9,15/10/22,Altınordu,2,Samsunspor,1,22/23
1.Lig,Round 9,15/10/22,Gençlerbirliği,0,Keçiörengücü,2,22/23
1.Lig,Round 9,16/10/22,Bandırmaspor,0,Yeni Malatyaspor,2,22/23
1.Lig,Round 9,16/10/22,Erzurumspor,1,Bodrum,2,22/23
1.Lig,Round 9,16/10/22,Göztepe,0,Beykoz Anadolu,2,22/23
1.Lig,Round 9,16/10/22,Sakaryaspor,3,Adanaspor,2,22/23
1.Lig,Round 10,21/10/22,Eyüpspor,2,Sakaryaspor,1,22/23
1.Lig,Round 10,22/10/22,Keçiörengücü,0,Pendikspor,3,22/23
1.Lig,Round 10,22/10/22,Manisa,2,Rizespor,2,22/23
1.Lig,Round 10,22/10/22,Altay,1,Erzurumspor,1,22/23
1.Lig,Round 10,22/10/22,Denizlispor,1,Altınordu,2,22/23
1.Lig,Round 10,23/10/22,Bodrum,1,Bandırmaspor,1,22/23
1.Lig,Round 10,23/10/22,Yeni Malatyaspor,0,Göztepe,1,22/23
1.Lig,Round 10,23/10/22,Samsunspor,2,Boluspor,2,22/23
1.Lig,Round 10,24/10/22,Adanaspor,2,Gençlerbirliği,1,22/23
1.Lig,Round 11,28/10/22,Altınordu,0,Yeni Malatyaspor,3,22/23
1.Lig,Round 11,29/10/22,Bandırmaspor,1,Rizespor,1,22/23
1.Lig,Round 11,29/10/22,Pendikspor,0,Samsunspor,2,22/23
1.Lig,Round 11,29/10/22,Sakaryaspor,1,Altay,2,22/23
1.Lig,Round 11,29/10/22,Göztepe,5,Denizlispor,0,22/23
1.Lig,Round 11,30/10/22,Beykoz Anadolu,1,Keçiörengücü,3,22/23
1.Lig,Round 11,30/10/22,Erzurumspor,0,Eyüpspor,1,22/23
1.Lig,Round 11,30/10/22,Boluspor,1,Adanaspor,0,22/23
1.Lig,Round 11,31/10/22,Gençlerbirliği,1,Manisa,3,22/23
1.Lig,Round 12,04/11/22,Rizespor,3,Erzurumspor,1,22/23
1.Lig,Round 12,05/11/22,Bodrum,1,Boluspor,0,22/23
1.Lig,Round 12,05/11/22,Manisa,2,Sakaryaspor,1,22/23
1.Lig,Round 12,05/11/22,Adanaspor,3,Pendikspor,2,22/23
1.Lig,Round 12,05/11/22,Yeni Malatyaspor,2,Gençlerbirliği,2,22/23
1.Lig,Round 12,05/11/22,Altay,1,Bandırmaspor,1,22/23
1.Lig,Round 12,06/11/22,Denizlispor,4,Beykoz Anadolu,3,22/23
1.Lig,Round 12,06/11/22,Samsunspor,1,Göztepe,0,22/23
1.Lig,Round 12,06/11/22,Eyüpspor,2,Altınordu,1,22/23
1.Lig,Round 13,12/11/22,Pendikspor,3,Bodrum,0,22/23
1.Lig,Round 13,12/11/22,Erzurumspor,3,Adanaspor,2,22/23
1.Lig,Round 13,12/11/22,Boluspor,1,Yeni Malatyaspor,0,22/23
1.Lig,Round 13,13/11/22,Bandırmaspor,2,Manisa,1,22/23
1.Lig,Round 13,13/11/22,Beykoz Anadolu,1,Samsunspor,2,22/23
1.Lig,Round 13,13/11/22,Altınordu,0,Altay,2,22/23
1.Lig,Round 13,13/11/22,Gençlerbirliği,0,Eyüpspor,2,22/23
1.Lig,Round 13,14/11/22,Göztepe,2,Keçiörengücü,1,22/23
1.Lig,Round 13,14/11/22,Sakaryaspor,1,Rizespor,1,22/23
1.Lig,Round 14,18/11/22,Yeni Malatyaspor,0,Pendikspor,3,22/23
1.Lig,Round 14,19/11/22,Keçiörengücü,2,Denizlispor,0,22/23
1.Lig,Round 14,19/11/22,Manisa,0,Erzurumspor,0,22/23
1.Lig,Round 14,19/11/22,Adanaspor,2,Altınordu,1,22/23
1.Lig,Round 14,20/11/22,Bodrum,1,Beykoz Anadolu,2,22/23
1.Lig,Round 14,20/11/22,Rizespor,1,Boluspor,0,22/23
1.Lig,Round 14,20/11/22,Eyüpspor,1,Göztepe,0,22/23
1.Lig,Round 14,20/11/22,Sakaryaspor,4,Bandırmaspor,2,22/23
1.Lig,Round 14,21/11/22,Altay,1,Gençlerbirliği,0,22/23
1.Lig,Round 15,25/11/22,Denizlispor,0,Bodrum,0,22/23
1.Lig,Round 15,26/11/22,Beykoz Anadolu,0,Yeni Malatyaspor,0,22/23
1.Lig,Round 15,26/11/22,Boluspor,1,Sakaryaspor,0,22/23
1.Lig,Round 15,26/11/22,Gençlerbirliği,1,Rizespor,3,22/23
1.Lig,Round 15,27/11/22,Keçiörengücü,1,Samsunspor,1,22/23
1.Lig,Round 15,27/11/22,Pendikspor,0,Eyüpspor,0,22/23
1.Lig,Round 15,27/11/22,Erzurumspor,1,Bandırmaspor,2,22/23
1.Lig,Round 15,27/11/22,Göztepe,0,Altay,0,22/23
1.Lig,Round 15,28/11/22,Altınordu,1,Manisa,3,22/23
1.Lig,Round 16,02/12/22,Eyüpspor,2,Beykoz Anadolu,0,22/23
1.Lig,Round 16,03/12/22,Bandırmaspor,1,Altınordu,0,22/23
1.Lig,Round 16,03/12/22,Bodrum,2,Gençlerbirliği,0,22/23
1.Lig,Round 16,03/12/22,Samsunspor,5,Denizlispor,0,22/23
1.Lig,Round 16,03/12/22,Sakaryaspor,2,Erzurumspor,0,22/23
1.Lig,Round 16,04/12/22,Manisa,0,Keçiörengücü,0,22/23
1.Lig,Round 16,04/12/22,Adanaspor,2,Göztepe,2,22/23
1.Lig,Round 16,04/12/22,Altay,5,Boluspor,1,22/23
1.Lig,Round 16,05/12/22,Rizespor,1,Pendikspor,1,22/23
1.Lig,Round 17,09/12/22,Samsunspor,1,Yeni Malatyaspor,1,22/23
1.Lig,Round 17,10/12/22,Beykoz Anadolu,0,Rizespor,1,22/23
1.Lig,Round 17,10/12/22,Keçiörengücü,1,Adanaspor,0,22/23
1.Lig,Round 17,10/12/22,Denizlispor,2,Altay,1,22/23
1.Lig,Round 17,10/12/22,Göztepe,1,Manisa,0,22/23
1.Lig,Round 17,11/12/22,Boluspor,2,Bandırmaspor,2,22/23
1.Lig,Round 17,11/12/22,Gençlerbirliği,1,Erzurumspor,2,22/23
1.Lig,Round 17,11/12/22,Altınordu,0,Bodrum,2,22/23
1.Lig,Round 17,12/12/22,Pendikspor,3,Sakaryaspor,1,22/23
1.Lig,Round 18,16/12/22,Rizespor,0,Göztepe,2,22/23
1.Lig,Round 18,17/12/22,Bodrum,0,Samsunspor,0,22/23
1.Lig,Round 18,17/12/22,Manisa,1,Beykoz Anadolu,0,22/23
1.Lig,Round 18,17/12/22,Sakaryaspor,2,Gençlerbirliği,1,22/23
1.Lig,Round 18,17/12/22,Yeni Malatyaspor,1,Keçiörengücü,0,22/23
1.Lig,Round 18,17/12/22,Eyüpspor,0,Boluspor,0,22/23
1.Lig,Round 18,18/12/22,Bandırmaspor,1,Pendikspor,0,22/23
1.Lig,Round 18,18/12/22,Erzurumspor,2,Altınordu,1,22/23
1.Lig,Round 18,19/12/22,Adanaspor,2,Denizlispor,3,22/23
1.Lig,Round 19,24/12/22,Beykoz Anadolu,4,Altay,2,22/23
1.Lig,Round 19,24/12/22,Denizlispor,3,Yeni Malatyaspor,0,22/23
1.Lig,Round 19,24/12/22,Pendikspor,0,Manisa,0,22/23
1.Lig,Round 19,25/12/22,Boluspor,3,Erzurumspor,1,22/23
1.Lig,Round 19,25/12/22,Keçiörengücü,2,Eyüpspor,1,22/23
1.Lig,Round 19,25/12/22,Gençlerbirliği,2,Bandırmaspor,5,22/23
1.Lig,Round 19,25/12/22,Samsunspor,2,Adanaspor,1,22/23
1.Lig,Round 19,26/12/22,Altınordu,0,Rizespor,0,22/23
1.Lig,Round 19,26/12/22,Göztepe,0,Bodrum,1,22/23
1.Lig,Round 20,13/01/23,Denizlispor,0,Eyüpspor,1,22/23
1.Lig,Round 20,14/01/23,Boluspor,3,Manisa,1,22/23
1.Lig,Round 20,14/01/23,Keçiörengücü,1,Rizespor,1,22/23
1.Lig,Round 20,14/01/23,Samsunspor,2,Altay,1,22/23
1.Lig,Round 20,14/01/23,Göztepe,0,Sakaryaspor,1,22/23
1.Lig,Round 20,15/01/23,Beykoz Anadolu,0,Adanaspor,1,22/23
1.Lig,Round 20,15/01/23,Yeni Malatyaspor,1,Bodrum,3,22/23
1.Lig,Round 20,15/01/23,Altınordu,2,Gençlerbirliği,1,22/23
1.Lig,Round 20,16/01/23,Pendikspor,1,Erzurumspor,1,22/23
1.Lig,Round 21,20/01/23,Sakaryaspor,2,Altınordu,1,22/23
1.Lig,Round 21,21/01/23,Bandırmaspor,4,Beykoz Anadolu,1,22/23
1.Lig,Round 21,21/01/23,Erzurumspor,0,Göztepe,1,22/23
1.Lig,Round 21,21/01/23,Gençlerbirliği,5,Boluspor,1,22/23
1.Lig,Round 21,21/01/23,Altay,1,Pendikspor,4,22/23
1.Lig,Round 21,22/01/23,Bodrum,1,Keçiörengücü,2,22/23
1.Lig,Round 21,22/01/23,Eyüpspor,1,Samsunspor,4,22/23
1.Lig,Round 21,22/01/23,Adanaspor,2,Yeni Malatyaspor,2,22/23
1.Lig,Round 21,23/01/23,Rizespor,3,Denizlispor,1,22/23
1.Lig,Round 22,27/01/23,Göztepe,3,Bandırmaspor,1,22/23
1.Lig,Round 22,28/01/23,Beykoz Anadolu,2,Sakaryaspor,3,22/23
1.Lig,Round 22,28/01/23,Altınordu,1,Boluspor,1,22/23
1.Lig,Round 22,28/01/23,Pendikspor,0,Gençlerbirliği,1,22/23
1.Lig,Round 22,29/01/23,Adanaspor,1,Bodrum,2,22/23
1.Lig,Round 22,29/01/23,Keçiörengücü,1,Altay,1,22/23
1.Lig,Round 22,29/01/23,Yeni Malatyaspor,2,Eyüpspor,1,22/23
1.Lig,Round 22,29/01/23,Denizlispor,1,Manisa,1,22/23
1.Lig,Round 22,30/01/23,Samsunspor,2,Erzurumspor,1,22/23
1.Lig,Round 23,03/02/23,Altay,0,Adanaspor,1,22/23
1.Lig,Round 23,04/02/23,Bandırmaspor,1,Denizlispor,4,22/23
1.Lig,Round 23,04/02/23,Erzurumspor,1,Beykoz Anadolu,2,22/23
1.Lig,Round 23,04/02/23,Boluspor,1,Pendikspor,3,22/23
1.Lig,Round 23,04/02/23,Rizespor,5,Yeni Malatyaspor,1,22/23
1.Lig,Round 23,05/02/23,Manisa,1,Samsunspor,1,22/23
1.Lig,Round 23,05/02/23,Gençlerbirliği,1,Göztepe,0,22/23
1.Lig,Round 23,05/02/23,Sakaryaspor,2,Keçiörengücü,0,22/23
1.Lig,Round 23,06/02/23,Eyüpspor,,Bodrum,,22/23
1.Lig,Round 23,28/02/23,Eyüpspor,1,Bodrum,0,22/23
1.Lig,Round 24,03/03/23,Göztepe,1,Boluspor,1,22/23
1.Lig,Round 24,03/03/23,Pendikspor,2,Altınordu,1,22/23
1.Lig,Round 24,04/03/23,Beykoz Anadolu,1,Gençlerbirliği,0,22/23
1.Lig,Round 24,04/03/23,Keçiörengücü,3,Bandırmaspor,1,22/23
1.Lig,Round 24,04/03/23,Samsunspor,2,Rizespor,0,22/23
1.Lig,Round 24,05/03/23,Bodrum,2,Altay,0,22/23
1.Lig,Round 24,05/03/23,Denizlispor,0,Sakaryaspor,1,22/23
1.Lig,Round 25,07/03/23,Pendikspor,3,Beykoz Anadolu,2,22/23
1.Lig,Round 25,07/03/23,Altınordu,0,Göztepe,1,22/23
1.Lig,Round 25,08/03/23,Erzurumspor,0,Keçiörengücü,1,22/23
1.Lig,Round 25,08/03/23,Manisa,2,Bodrum,1,22/23
1.Lig,Round 25,08/03/23,Gençlerbirliği,0,Denizlispor,0,22/23
1.Lig,Round 25,09/03/23,Bandırmaspor,0,Eyüpspor,1,22/23
1.Lig,Round 25,09/03/23,Sakaryaspor,0,Samsunspor,1,22/23
1.Lig,Round 26,11/03/23,Beykoz Anadolu,1,Boluspor,0,22/23
1.Lig,Round 26,11/03/23,Göztepe,1,Pendikspor,1,22/23
1.Lig,Round 26,12/03/23,Bodrum,1,Rizespor,2,22/23
1.Lig,Round 26,12/03/23,Keçiörengücü,4,Altınordu,0,22/23
1.Lig,Round 26,12/03/23,Denizlispor,0,Erzurumspor,2,22/23
1.Lig,Round 26,13/03/23,Eyüpspor,0,Altay,1,22/23
1.Lig,Round 26,13/03/23,Samsunspor,5,Bandırmasporx2,0,22/23
1.Lig,Round 27,17/03/23,Altınordu,2,Beykoz Anadolu,1,22/23
1.Lig,Round 27,18/03/23,Rizespor,3,Altay,1,22/23
1.Lig,Round 27,18/03/23,Gençlerbirliği,0,Samsunspor,1,22/23
1.Lig,Round 27,19/03/23,Manisa,0,Eyüpspor,1,22/23
1.Lig,Round 27,19/03/23,Boluspor,3,Keçiörengücü,1,22/23
1.Lig,Round 27,19/03/23,Pendikspor,2,Denizlispor,1,22/23
1.Lig,Round 27,20/03/23,Sakaryaspor,2,Bodrum,1,22/23
1.Lig,Round 28,24/03/23,Denizlispor,1,Boluspor,2,22/23
1.Lig,Round 28,24/03/23,Samsunspor,2,Altınordu,0,22/23
1.Lig,Round 28,25/03/23,Beykoz Anadolu,0,Göztepe,2,22/23
1.Lig,Round 28,25/03/23,Keçiörengücü,2,Gençlerbirliği,2,22/23
1.Lig,Round 28,25/03/23,Altay,1,Manisa,3,22/23
1.Lig,Round 28,26/03/23,Bodrum,0,Erzurumspor,0,22/23
1.Lig,Round 28,26/03/23,Eyüpspor,0,Rizespor,1,22/23
1.Lig,Round 29,28/03/23,Boluspor,1,Samsunspor,5,22/23
1.Lig,Round 29,28/03/23,Altınordu,5,Denizlispor,2,22/23
1.Lig,Round 29,28/03/23,Pendikspor,2,Keçiörengücü,1,22/23
1.Lig,Round 29,29/03/23,Bandırmaspor,0,Bodrum,4,22/23
1.Lig,Round 29,29/03/23,Rizespor,4,Manisa,2,22/23
1.Lig,Round 29,30/03/23,Erzurumspor,2,Altay,4,22/23
1.Lig,Round 29,30/03/23,Sakaryaspor,2,Eyüpspor,0,22/23
1.Lig,Round 30,01/04/23,Denizlispor,0,Göztepe,2,22/23
1.Lig,Round 30,01/04/23,Samsunspor,4,Pendikspor,2,22/23
1.Lig,Round 30,02/04/23,Keçiörengücü,0,Beykoz Anadolu,1,22/23
1.Lig,Round 30,02/04/23,Manisa,2,Gençlerbirliği,1,22/23
1.Lig,Round 30,02/04/23,Rizespor,0,Bandırmaspor,0,22/23
1.Lig,Round 30,03/04/23,Altay,3,Sakaryaspor,1,22/23
1.Lig,Round 30,03/04/23,Eyüpspor,1,Erzurumspor,1,22/23
1.Lig,Round 31,07/04/23,Beykoz Anadolu,3,Denizlispor,0,22/23
1.Lig,Round 31,07/04/23,Boluspor,1,Bodrum,4,22/23
1.Lig,Round 31,07/04/23,Göztepe,1,Samsunspor,0,22/23
1.Lig,Round 31,08/04/23,Sakaryaspor,2,Manisa,0,22/23
1.Lig,Round 31,08/04/23,Altınordu,1,Eyüpspor,2,22/23
1.Lig,Round 31,09/04/23,Bandırmaspor,2,Altay,1,22/23
1.Lig,Round 31,09/04/23,Erzurumspor,1,Rizespor,1,22/23
1.Lig,Round 32,11/04/23,Keçiörengücü,2,Göztepe,3,22/23
1.Lig,Round 32,11/04/23,Bodrum,2,Pendikspor,2,22/23
1.Lig,Round 32,11/04/23,Samsunspor,1,Beykoz Anadolu,0,22/23
1.Lig,Round 32,12/04/23,Manisa,0,Bandırmaspor,1,22/23
1.Lig,Round 32,12/04/23,Eyüpspor,0,Gençlerbirliği,2,22/23
1.Lig,Round 32,13/04/23,Rizespor,2,Sakaryaspor,1,22/23
1.Lig,Round 32,13/04/23,Altay,1,Altınordu,2,22/23
1.Lig,Round 33,15/04/23,Beykoz Anadolu,0,Bodrum,1,22/23
1.Lig,Round 33,15/04/23,Denizlispor,0,Keçiörengücü,4,22/23
1.Lig,Round 33,16/04/23,Erzurumspor,1,Manisa,3,22/23
1.Lig,Round 33,16/04/23,Göztepe,1,Eyüpspor,0,22/23
1.Lig,Round 33,17/04/23,Bandırmaspor,3,Sakaryaspor,2,22/23
1.Lig,Round 33,17/04/23,Boluspor,0,Rizespor,2,22/23
1.Lig,Round 33,17/04/23,Gençlerbirliği,0,Altay,0,22/23
1.Lig,Round 34,22/04/23,Eyüpspor,1,Pendikspor,1,22/23
1.Lig,Round 34,23/04/23,Bodrum,1,Denizlispor,0,22/23
1.Lig,Round 34,23/04/23,Rizespor,5,Gençlerbirliği,3,22/23
1.Lig,Round 34,23/04/23,Samsunspor,4,Keçiörengücü,1,22/23
1.Lig,Round 34,23/04/23,Altay,1,Göztepe,1,22/23
1.Lig,Round 34,24/04/23,Bandırmaspor,2,Erzurumspor,4,22/23
1.Lig,Round 34,24/04/23,Manisa,2,Altınordu,2,22/23
1.Lig,Round 34,24/04/23,Sakaryaspor,1,Boluspor,1,22/23
1.Lig,Round 35,28/04/23,Gençlerbirliği,2,Bodrum,1,22/23
1.Lig,Round 35,29/04/23,Keçiörengücü,0,Manisa,3,22/23
1.Lig,Round 35,29/04/23,Beykoz Anadolu,0,Eyüpspor,0,22/23
1.Lig,Round 35,29/04/23,Pendikspor,3,Rizespor,2,22/23
1.Lig,Round 35,30/04/23,Boluspor,0,Altay,0,22/23
1.Lig,Round 35,30/04/23,Altınordu,3,Bandırmaspor,3,22/23
1.Lig,Round 35,30/04/23,Denizlispor,1,Samsunspor,2,22/23
1.Lig,Round 35,02/05/23,Erzurumspor,0,Sakaryaspor,1,22/23
1.Lig,Round 36,07/05/23,Altay,3,Denizlispor,0,22/23
1.Lig,Round 36,07/05/23,Bandırmaspor,2,Boluspor,1,22/23
1.Lig,Round 36,07/05/23,Bodrum,1,Altınordu,0,22/23
1.Lig,Round 36,07/05/23,Rizespor,4,Beykoz Anadolu,2,22/23
1.Lig,Round 36,07/05/23,Erzurumspor,0,Gençlerbirliği,1,22/23
1.Lig,Round 36,07/05/23,Manisa,1,Göztepe,1,22/23
1.Lig,Round 36,07/05/23,Sakaryaspor,3,Pendikspor,2,22/23
1.Lig,Round 37,16/05/23,Altınordu,0,Erzurumspor,1,22/23
1.Lig,Round 37,16/05/23,Beykoz Anadolu,1,Manisax2,2,22/23
1.Lig,Round 37,16/05/23,Boluspor,2,Eyüpspor,0,22/23
1.Lig,Round 37,16/05/23,Gençlerbirliği,2,Sakaryaspor,1,22/23
1.Lig,Round 37,16/05/23,Göztepe,3,Rizespor,3,22/23
1.Lig,Round 37,16/05/23,Pendikspor,2,Bandırmaspor,1,22/23
1.Lig,Round 37,16/05/23,Samsunspor,0,Bodrum,1,22/23
1.Lig,Round 38,20/05/23,Altay,3,Beykoz Anadolu,1,22/23
1.Lig,Round 38,21/05/23,Bandırmaspor,1,Gençlerbirliği,1,22/23
1.Lig,Round 38,21/05/23,Bodrum,1,Göztepe,1,22/23
1.Lig,Round 38,21/05/23,Rizespor,0,Altınordu,0,22/23
1.Lig,Round 38,21/05/23,Erzurumspor,2,Boluspor,0,22/23
1.Lig,Round 38,21/05/23,Eyüpspor,2,Keçiörengücü,1,22/23
1.Lig,Round 38,21/05/23,Manisa,1,Pendikspor,5,22/23
1.Lig,Qualification round 1,26/05/23,Bodrum,3,Göztepe,1,22/23
1.Lig,Qualification round 1,26/05/23,Sakaryaspor,0,Eyüpspor,1,22/23
1.Lig,Qualification round 2,31/05/23,Eyüpspor,1,Bodrum,0,22/23
1.Lig,Qualification round 2,04/06/23,Bodrum,2,Eyüpspor,0,22/23
1.Lig,Final,08/06/23,Pendikspor,2,Bodrum,1,22/23
1.Lig,Round 1,11/08/23,Boluspor,0,Adanaspor,2,23/24
1.Lig,Round 1,12/08/23,Keçiörengücü,0,Eyüpspor,1,23/24
1.Lig,Round 1,12/08/23,Giresunspor,0,Bodrum,1,23/24
1.Lig,Round 1,12/08/23,Kocaelispor,0,Manisa,2,23/24
1.Lig,Round 1,13/08/23,Beykoz Anadolu,0,Çorum,3,23/24
1.Lig,Round 1,13/08/23,Gençlerbirliği,2,Ümraniyespor,1,23/24
1.Lig,Round 1,13/08/23,Erzurumspor,1,Bandırmaspor,1,23/24
1.Lig,Round 1,13/08/23,Göztepe,0,Sakaryaspor,1,23/24
1.Lig,Round 1,14/08/23,Şanlıurfaspor,2,Altay,1,23/24
1.Lig,Round 2,18/08/23,Çorum,0,Giresunspor,2,23/24
1.Lig,Round 2,19/08/23,Bodrum,0,Erzurumspor,0,23/24
1.Lig,Round 2,19/08/23,Ümraniyespor,0,Göztepe,0,23/24
1.Lig,Round 2,19/08/23,Adanaspor,1,Şanlıurfaspor,2,23/24
1.Lig,Round 2,20/08/23,Bandırmaspor,0,Boluspor,0,23/24
1.Lig,Round 2,20/08/23,Manisa,0,Keçiörengücü,0,23/24
1.Lig,Round 2,20/08/23,Sakaryaspor,0,Gençlerbirliği,0,23/24
1.Lig,Round 2,20/08/23,Altay,1,Beykoz Anadolu,0,23/24
1.Lig,Round 2,21/08/23,Eyüpspor,2,Kocaelispor,0,23/24
1.Lig,Round 3,25/08/23,Erzurumspor,1,Manisa,2,23/24
1.Lig,Round 3,26/08/23,Beykoz Anadolu,0,Eyüpspor,5,23/24
1.Lig,Round 3,26/08/23,Gençlerbirliği,1,Bodrum,0,23/24
1.Lig,Round 3,26/08/23,Sakaryaspor,1,Ümraniyespor,1,23/24
1.Lig,Round 3,26/08/23,Göztepe,1,Çorum,2,23/24
1.Lig,Round 3,27/08/23,Keçiörengücü,1,Adanaspor,0,23/24
1.Lig,Round 3,27/08/23,Boluspor,1,Şanlıurfaspor,1,23/24
1.Lig,Round 3,27/08/23,Kocaelispor,3,Altay,2,23/24
1.Lig,Round 3,28/08/23,Giresunspor,0,Bandırmaspor,1,23/24
1.Lig,Round 4,01/09/23,Adanaspor,0,Kocaelispor,2,23/24
1.Lig,Round 4,02/09/23,Bandırmaspor,3,Sakaryaspor,1,23/24
1.Lig,Round 4,02/09/23,Boluspor,0,Keçiörengücü,0,23/24
1.Lig,Round 4,02/09/23,Manisa,4,Beykoz Anadolu,0,23/24
1.Lig,Round 4,02/09/23,Eyüpspor,3,Giresunspor,1,23/24
1.Lig,Round 4,03/09/23,Bodrum,4,Ümraniyespor,0,23/24
1.Lig,Round 4,03/09/23,Çorum,0,Gençlerbirliği,1,23/24
1.Lig,Round 4,03/09/23,Altay,0,Göztepe,1,23/24
1.Lig,Round 4,03/09/23,Şanlıurfaspor,0,Erzurumspor,0,23/24
1.Lig,Round 5,16/09/23,Erzurumspor,4,Altay,0,23/24
1.Lig,Round 5,16/09/23,Keçiörengücü,2,Şanlıurfaspor,0,23/24
1.Lig,Round 5,16/09/23,Kocaelispor,2,Boluspor,1,23/24
1.Lig,Round 5,16/09/23,Ümraniyespor,0,Çorum,3,23/24
1.Lig,Round 5,17/09/23,Beykoz Anadolu,2,Adanaspor,1,23/24
1.Lig,Round 5,17/09/23,Giresunspor,0,Manisa,0,23/24
1.Lig,Round 5,17/09/23,Gençlerbirliği,1,Eyüpspor,3,23/24
1.Lig,Round 5,17/09/23,Göztepe,1,Bandırmaspor,1,23/24
1.Lig,Round 5,18/09/23,Sakaryaspor,0,Bodrum,2,23/24
1.Lig,Round 6,22/09/23,Boluspor,2,Beykoz Anadolu,1,23/24
1.Lig,Round 6,22/09/23,Eyüpspor,2,Ümraniyespor,0,23/24
1.Lig,Round 6,23/09/23,Keçiörengücü,3,Giresunspor,1,23/24
1.Lig,Round 6,23/09/23,Çorum,1,Sakaryaspor,0,23/24
1.Lig,Round 6,23/09/23,Manisa,0,Göztepe,1,23/24
1.Lig,Round 6,24/09/23,Bandırmaspor,4,Gençlerbirliğix2,1,23/24
1.Lig,Round 6,24/09/23,Adanaspor,1,Erzurumspor,0,23/24
1.Lig,Round 6,24/09/23,Şanlıurfaspor,0,Kocaelispor,2,23/24
1.Lig,Round 6,25/09/23,Altay,1,Bodrum,1,23/24
1.Lig,Round 7,29/09/23,Ümraniyespor,0,Bandırmaspor,1,23/24
1.Lig,Round 7,30/09/23,Beykoz Anadolu,1,Şanlıurfaspor,1,23/24
1.Lig,Round 7,30/09/23,Giresunspor,0,Altay,0,23/24
1.Lig,Round 7,30/09/23,Gençlerbirliği,1,Manisa,1,23/24
1.Lig,Round 7,01/10/23,Bodrum,2,Çorum,1,23/24
1.Lig,Round 7,01/10/23,Erzurumspor,1,Boluspor,0,23/24
1.Lig,Round 7,01/10/23,Kocaelispor,3,Keçiörengücü,0,23/24
1.Lig,Round 7,01/10/23,Sakaryaspor,2,Eyüpspor,0,23/24
1.Lig,Round 7,02/10/23,Göztepe,1,Adanaspor,0,23/24
1.Lig,Round 8,06/10/23,Kocaelispor,1,Erzurumspor,1,23/24
1.Lig,Round 8,07/10/23,Bandırmaspor,0,Çorum,0,23/24
1.Lig,Round 8,07/10/23,Manisa,1,Sakaryaspor,1,23/24
1.Lig,Round 8,07/10/23,Şanlıurfaspor,1,Gençlerbirliği,2,23/24
1.Lig,Round 8,07/10/23,Eyüpspor,3,Bodrum,0,23/24
1.Lig,Round 8,08/10/23,Keçiörengücü,0,Beykoz Anadolu,2,23/24
1.Lig,Round 8,08/10/23,Adanaspor,4,Giresunspor,2,23/24
1.Lig,Round 8,08/10/23,Boluspor,0,Göztepe,2,23/24
